domain,rep,metric,n_llm_models,llm_mean,llm_min,llm_max,best_emb,best_src,gap_vs_emb,p_vs_emb,p_vs_random,p_vs_emb_fdr,p_vs_emb_bonf,sig_vs_emb_raw,sig_vs_emb_fdr,sig_vs_emb_bonf,sig_vs_random
weapon,Raw-Facts,F1_CV_b0,11,0.7212029693145903,0.671875,0.7706422018348624,0.7047619047619048,Emb-on-GPT-Law+Gemini-embedding-001,0.016441064552685458,0.10302734375,0.0,0.1802978515625,1.0,False,False,False,True
weapon,Hybrid-Manual,F1_CV_b0,11,0.7289336973764552,0.6355140186915887,0.8301886792452831,0.7047619047619048,Emb-on-GPT-Law+Gemini-embedding-001,0.02417179261455038,0.13916015625,0.0,0.21647135416666666,1.0,False,False,False,True
weapon,GPT-Schema,F1_CV_b0,11,0.737016532358621,0.6666666666666666,0.8,0.7047619047619048,Emb-on-GPT-Law+Gemini-embedding-001,0.03225462759671616,0.015625,0.0,0.0546875,0.21875,True,False,False,True
weapon,Hybrid-Full,F1_CV_b0,11,0.7422274925127895,0.6379310344827587,0.8043478260869565,0.7047619047619048,Emb-on-GPT-Law+Gemini-embedding-001,0.03746558775088471,0.02099609375,0.0,0.058789062499999996,0.2939453125,True,False,False,True
weapon,Manual,F1_CV_b0,11,0.7656189005507862,0.6271186440677966,0.8631578947368421,0.7047619047619048,Emb-on-GPT-Law+Gemini-embedding-001,0.060856995788881374,0.0068359375,0.0,0.03190104166666667,0.095703125,True,True,False,True
weapon,GPT-Free,F1_CV_b1,11,0.7848277236487099,0.7169811320754716,0.8217054263565892,0.7555555555555555,Emb-on-GPT-Law+Gemini-embedding-001,0.02927216809315436,0.00927734375,0.0,0.021647135416666668,0.1298828125,True,True,False,True
weapon,Raw-Facts,F1_CV_b1,11,0.7854065199574887,0.7050359712230215,0.8421052631578947,0.7555555555555555,Emb-on-GPT-Law+Gemini-embedding-001,0.029850964401933133,0.02685546875,0.0,0.0537109375,0.3759765625,True,False,False,True
weapon,GPT-Law,F1_CV_b1,11,0.7927967910737876,0.7407407407407407,0.8181818181818182,0.7555555555555555,Emb-on-GPT-Law+Gemini-embedding-001,0.03724123551823211,0.0009765625,0.0,0.004557291666666667,0.013671875,True,True,True,True
weapon,GPT-Schema,F1_CV_b1,11,0.800612649131287,0.7248322147651006,0.8872180451127819,0.7555555555555555,Emb-on-GPT-Law+Gemini-embedding-001,0.04505709357573151,0.00341796875,0.0,0.009570312499999999,0.0478515625,True,True,True,True
weapon,Hybrid-Manual,F1_CV_b1,11,0.8052226738310821,0.7194244604316546,0.8714285714285714,0.7555555555555555,Emb-on-GPT-Law+Gemini-embedding-001,0.04966711827552661,0.00244140625,0.0,0.008544921875,0.0341796875,True,True,True,True
weapon,Hybrid-Full,F1_CV_b1,11,0.8205221537342907,0.7727272727272727,0.8615384615384616,0.7555555555555555,Emb-on-GPT-Law+Gemini-embedding-001,0.06496659817873518,0.00048828125,0.0,0.00341796875,0.0068359375,True,True,True,True
weapon,Manual,F1_CV_b1,11,0.8280464393420044,0.8053691275167785,0.8682170542635659,0.7555555555555555,Emb-on-GPT-Law+Gemini-embedding-001,0.07249088378644886,0.00048828125,0.0,0.00341796875,0.0068359375,True,True,True,True
weapon,GPT-Law,F1_Oracle_b0,11,0.735579559706758,0.6349206349206349,0.7878787878787878,0.7289719626168224,Emb-on-GPT-Law+Gemini-embedding-001,0.006607597089935635,0.20654296875,0.0,0.22243088942307693,1.0,False,False,False,True
weapon,GPT-Free,F1_Oracle_b0,11,0.7359691315782968,0.6666666666666666,0.7755102040816326,0.7289719626168224,Emb-on-GPT-Law+Gemini-embedding-001,0.006997168961474398,0.232421875,0.0,0.232421875,1.0,False,False,False,True
weapon,Raw-Facts,F1_Oracle_b0,11,0.7444253898590797,0.671875,0.7727272727272727,0.7289719626168224,Emb-on-GPT-Law+Gemini-embedding-001,0.01545342724225729,0.05908203125,0.0,0.08271484375,0.8271484375,False,False,False,True
weapon,GPT-Schema,F1_Oracle_b0,11,0.7594661183776504,0.6842105263157895,0.8041237113402062,0.7289719626168224,Emb-on-GPT-Law+Gemini-embedding-001,0.030494155760828034,0.015625,0.0,0.02734375,0.21875,True,True,False,True
weapon,Hybrid-Full,F1_Oracle_b0,11,0.7630982200127374,0.676923076923077,0.8043478260869565,0.7289719626168224,Emb-on-GPT-Law+Gemini-embedding-001,0.034126257395915016,0.01220703125,0.0,0.0244140625,0.1708984375,True,True,False,True
weapon,Hybrid-Manual,F1_Oracle_b0,11,0.763275866452824,0.6774193548387096,0.8301886792452831,0.7289719626168224,Emb-on-GPT-Law+Gemini-embedding-001,0.03430390383600157,0.03369140625,0.0,0.052408854166666664,0.4716796875,True,False,False,True
weapon,Manual,F1_Oracle_b0,11,0.7866286612113546,0.6857142857142857,0.8631578947368421,0.7289719626168224,Emb-on-GPT-Law+Gemini-embedding-001,0.05765669859453215,0.00341796875,0.0,0.009570312499999999,0.0478515625,True,True,True,True
weapon,Raw-Facts,F1_Oracle_b1,11,0.8046633221079517,0.7659574468085106,0.8421052631578947,0.7808219178082192,Emb-on-Manual+Gemini-embedding-001,0.02384140429973247,0.00244140625,0.0,0.005696614583333334,0.0341796875,True,True,True,True
weapon,GPT-Free,F1_Oracle_b1,11,0.8064351228240337,0.7469879518072289,0.835820895522388,0.7808219178082192,Emb-on-Manual+Gemini-embedding-001,0.025613205015814544,0.00634765625,0.0,0.0126953125,0.0888671875,True,True,False,True
weapon,GPT-Law,F1_Oracle_b1,11,0.8133599833301449,0.7808219178082192,0.8396946564885496,0.7808219178082192,Emb-on-Manual+Gemini-embedding-001,0.03253806552192573,0.0009765625,0.0,0.004557291666666667,0.013671875,True,True,True,True
weapon,GPT-Schema,F1_Oracle_b1,11,0.8195927562131359,0.7638888888888888,0.8872180451127819,0.7808219178082192,Emb-on-Manual+Gemini-embedding-001,0.038770838404916685,0.00244140625,0.0,0.005696614583333334,0.0341796875,True,True,True,True
weapon,Hybrid-Manual,F1_Oracle_b1,11,0.828090199941077,0.759493670886076,0.8714285714285714,0.7808219178082192,Emb-on-Manual+Gemini-embedding-001,0.04726828213285783,0.00146484375,0.0,0.005126953125,0.0205078125,True,True,True,True
weapon,Hybrid-Full,F1_Oracle_b1,11,0.834736053149675,0.8088235294117647,0.8702290076335878,0.7808219178082192,Emb-on-Manual+Gemini-embedding-001,0.05391413534145584,0.00048828125,0.0,0.00341796875,0.0068359375,True,True,True,True
weapon,Manual,F1_Oracle_b1,11,0.8457046390480688,0.8053691275167785,0.8682170542635659,0.7808219178082192,Emb-on-Manual+Gemini-embedding-001,0.06488272123984962,0.00048828125,0.0,0.00341796875,0.0068359375,True,True,True,True
weapon,GPT-Law,QWK_CV,11,0.6601155658862097,0.4558610709117221,0.7691290383525411,0.5675248629054745,Emb-on-GPT-Free+Gemini-embedding-001,0.09259070298073513,0.0068359375,0.0,0.011962890625,0.095703125,True,True,False,True
weapon,Raw-Facts,QWK_CV,11,0.6614019137531978,0.5241844769403825,0.7510832932113625,0.5675248629054745,Emb-on-GPT-Free+Gemini-embedding-001,0.09387705084772324,0.0009765625,0.0,0.00341796875,0.013671875,True,True,True,True
weapon,GPT-Free,QWK_CV,11,0.6700643953656781,0.5559280707101493,0.753791011855528,0.5675248629054745,Emb-on-GPT-Free+Gemini-embedding-001,0.10253953246020353,0.00146484375,0.0,0.00341796875,0.0205078125,True,True,True,True
weapon,GPT-Schema,QWK_CV,11,0.6882088977196267,0.4993147555961627,0.7865022712524334,0.5675248629054745,Emb-on-GPT-Free+Gemini-embedding-001,0.12068403481415213,0.00244140625,0.0,0.0048828125,0.0341796875,True,True,True,True
weapon,Hybrid-Manual,QWK_CV,11,0.704320314355304,0.5313577485788836,0.8151468032561968,0.5675248629054745,Emb-on-GPT-Free+Gemini-embedding-001,0.1367954514498294,0.00146484375,0.0,0.00341796875,0.0205078125,True,True,True,True
weapon,Hybrid-Full,QWK_CV,11,0.7068896882476545,0.5977683891236052,0.7924181082075819,0.5675248629054745,Emb-on-GPT-Free+Gemini-embedding-001,0.13936482534217998,0.00048828125,0.0,0.0022786458333333335,0.0068359375,True,True,True,True
weapon,Manual,QWK_CV,11,0.7432802962089415,0.5968242379996349,0.8117946851110303,0.5675248629054745,Emb-on-GPT-Free+Gemini-embedding-001,0.175755433303467,0.00048828125,0.0,0.0022786458333333335,0.0068359375,True,True,True,True
weapon,Raw-Facts,QWK_Oracle,11,0.6898929611698219,0.6186710485775906,0.7510832932113625,0.6284423594822344,Emb-on-GPT-Law+Gemini-embedding-001,0.061450601687587536,0.0009765625,0.0,0.001953125,0.013671875,True,True,True,True
weapon,GPT-Law,QWK_Oracle,11,0.691787271479445,0.5151269270893706,0.7791353383458647,0.6284423594822344,Emb-on-GPT-Law+Gemini-embedding-001,0.0633449119972106,0.01220703125,0.0,0.013146033653846154,0.1708984375,True,True,False,True
weapon,GPT-Free,QWK_Oracle,11,0.6945012036373713,0.5763163286211841,0.753791011855528,0.6284423594822344,Emb-on-GPT-Law+Gemini-embedding-001,0.06605884415513696,0.00341796875,0.0,0.0047851562499999995,0.0478515625,True,True,True,True
weapon,GPT-Schema,QWK_Oracle,11,0.726212117418786,0.5511507904005242,0.8149436864755975,0.6284423594822344,Emb-on-GPT-Law+Gemini-embedding-001,0.09776975793655163,0.00341796875,0.0,0.0047851562499999995,0.0478515625,True,True,True,True
weapon,Hybrid-Manual,QWK_Oracle,11,0.7335669682739966,0.5906001722982674,0.8151468032561968,0.6284423594822344,Emb-on-GPT-Law+Gemini-embedding-001,0.10512460879176222,0.00244140625,0.0,0.0042724609375,0.0341796875,True,True,True,True
weapon,Hybrid-Full,QWK_Oracle,11,0.7400637318747294,0.6526237989652623,0.8049072963748731,0.6284423594822344,Emb-on-GPT-Law+Gemini-embedding-001,0.11162137239249503,0.00048828125,0.0,0.0013671875,0.0068359375,True,True,True,True
weapon,Manual,QWK_Oracle,11,0.7629096602237609,0.6231961517904864,0.831942789034565,0.6284423594822344,Emb-on-GPT-Law+Gemini-embedding-001,0.13446730074152657,0.0009765625,0.0,0.001953125,0.013671875,True,True,True,True
