rep,domain,metric,llm_mean,best_text_emb,gap,p_raw,p_fdr,p_bonf,sig_raw,sig_fdr,sig_bonf
Hybrid-Full,drugs,F1_Oracle_b0,0.891741661267434,0.8205128205128205,0.07122884075461355,0.00048828125,0.0006214488636363636,0.0068359375,True,True,True
Hybrid-Full,drugs,F1_Oracle_b1,0.8211585959919311,0.8181818181818182,0.0029767778101128517,0.44921875,0.5717329545454546,1.0,False,False,False
Hybrid-Full,drugs,F1_CV_b0,0.8735771662503513,0.7837837837837838,0.08979338246656754,0.00048828125,0.0005258413461538461,0.0068359375,True,True,True
Hybrid-Full,drugs,F1_CV_b1,0.789746632859361,0.7924528301886793,-0.002706197329318316,0.7041015625,0.8961292613636364,1.0,False,False,False
Hybrid-Full,drugs,AP_b0,0.9204982834848611,0.861599426096489,0.05889885738837208,0.00048828125,0.0005696614583333334,0.0068359375,True,True,True
Hybrid-Full,drugs,AP_b1,0.8799320072568908,0.8963153213687491,-0.016383314111858338,1.0,1.0,1.0,False,False,False
Hybrid-Full,drugs,QWK_Oracle,0.8081492473544184,0.7620538509705699,0.04609539638384852,0.00048828125,0.0006214488636363636,0.0068359375,True,True,True
Hybrid-Full,drugs,QWK_CV,0.7668976997501799,0.6671018276762403,0.09979587207393958,0.00048828125,0.0005258413461538461,0.0068359375,True,True,True
Hybrid-Full,weapon,F1_Oracle_b0,0.7630982200127374,0.6379310344827587,0.12516718552997874,0.00048828125,0.0006214488636363636,0.0068359375,True,True,True
Hybrid-Full,weapon,F1_Oracle_b1,0.834736053149675,0.7236842105263158,0.11105184262335921,0.00048828125,0.0009765625,0.0068359375,True,True,True
Hybrid-Full,weapon,F1_CV_b0,0.7422274925127895,0.5932203389830508,0.1490071535297387,0.00048828125,0.0005258413461538461,0.0068359375,True,True,True
Hybrid-Full,weapon,F1_CV_b1,0.8205221537342907,0.7074829931972789,0.1130391605370118,0.00048828125,0.0011393229166666667,0.0068359375,True,True,True
Hybrid-Full,weapon,AP_b0,0.7832198121124185,0.6055982056818153,0.1776216064306032,0.00048828125,0.0005696614583333334,0.0068359375,True,True,True
Hybrid-Full,weapon,AP_b1,0.885263002726641,0.7032593468890929,0.18200365583754818,0.00048828125,0.0009765625,0.0068359375,True,True,True
Hybrid-Full,weapon,QWK_Oracle,0.7400637318747294,0.4858184764991895,0.2542452553755399,0.00048828125,0.0006214488636363636,0.0068359375,True,True,True
Hybrid-Full,weapon,QWK_CV,0.7068896882476545,0.4152185089974293,0.29167117925022523,0.00048828125,0.0005258413461538461,0.0068359375,True,True,True
GPT-Schema,drugs,F1_Oracle_b0,0.868062576126584,0.8205128205128205,0.04754975561376351,0.00341796875,0.00341796875,0.0478515625,True,True,True
GPT-Schema,drugs,F1_Oracle_b1,0.8354702527583526,0.8181818181818182,0.017288434576534395,0.0009765625,0.001519097222222222,0.013671875,True,True,True
GPT-Schema,drugs,F1_CV_b0,0.842325151062928,0.7837837837837838,0.058541367279144274,0.00341796875,0.00341796875,0.0478515625,True,True,True
GPT-Schema,drugs,F1_CV_b1,0.81757866828894,0.7924528301886793,0.0251258381002607,0.00146484375,0.0025634765625,0.0205078125,True,True,True
GPT-Schema,drugs,AP_b0,0.9358393920802913,0.861599426096489,0.07423996598380234,0.00048828125,0.0005696614583333334,0.0068359375,True,True,True
GPT-Schema,drugs,AP_b1,0.9003730155419738,0.8963153213687491,0.004057694173224657,0.08740234375,0.13595920138888887,1.0,False,False,False
GPT-Schema,drugs,QWK_Oracle,0.8227865435653535,0.7620538509705699,0.060732692594783644,0.00048828125,0.0006214488636363636,0.0068359375,True,True,True
GPT-Schema,drugs,QWK_CV,0.7829306073870967,0.6671018276762403,0.11582877971085648,0.00048828125,0.0005258413461538461,0.0068359375,True,True,True
GPT-Schema,weapon,F1_Oracle_b0,0.7594661183776504,0.6379310344827587,0.12153508389489176,0.00048828125,0.0006214488636363636,0.0068359375,True,True,True
GPT-Schema,weapon,F1_Oracle_b1,0.8195927562131359,0.7236842105263158,0.09590854568682006,0.00048828125,0.0009765625,0.0068359375,True,True,True
GPT-Schema,weapon,F1_CV_b0,0.737016532358621,0.5932203389830508,0.14379619337557015,0.00048828125,0.0005258413461538461,0.0068359375,True,True,True
GPT-Schema,weapon,F1_CV_b1,0.800612649131287,0.7074829931972789,0.09312965593400813,0.00048828125,0.0011393229166666667,0.0068359375,True,True,True
GPT-Schema,weapon,AP_b0,0.8069064847042653,0.6055982056818153,0.20130827902244997,0.00048828125,0.0005696614583333334,0.0068359375,True,True,True
GPT-Schema,weapon,AP_b1,0.878552026135068,0.7032593468890929,0.17529267924597514,0.00048828125,0.0009765625,0.0068359375,True,True,True
GPT-Schema,weapon,QWK_Oracle,0.726212117418786,0.4858184764991895,0.24039364091959647,0.00048828125,0.0006214488636363636,0.0068359375,True,True,True
GPT-Schema,weapon,QWK_CV,0.6882088977196267,0.4152185089974293,0.2729903887221974,0.00048828125,0.0005258413461538461,0.0068359375,True,True,True
Raw-Facts,drugs,F1_Oracle_b0,0.8736599871433461,0.8205128205128205,0.053147166630525655,0.00048828125,0.0006214488636363636,0.0068359375,True,True,True
Raw-Facts,drugs,F1_Oracle_b1,0.8145057315755153,0.8181818181818182,-0.0036760866063029196,0.71142578125,0.8299967447916667,1.0,False,False,False
Raw-Facts,drugs,F1_CV_b0,0.8405048681851711,0.7837837837837838,0.056721084401387345,0.00048828125,0.0005258413461538461,0.0068359375,True,True,True
Raw-Facts,drugs,F1_CV_b1,0.7904722752706661,0.7924528301886793,-0.0019805549180131887,0.50830078125,0.7116210937499999,1.0,False,False,False
Raw-Facts,drugs,AP_b0,0.9029679483117495,0.861599426096489,0.04136852221526055,0.00048828125,0.0005696614583333334,0.0068359375,True,True,True
Raw-Facts,drugs,AP_b1,0.8685729424790186,0.8963153213687491,-0.027742378889730523,1.0,1.0,1.0,False,False,False
Raw-Facts,drugs,QWK_Oracle,0.7952733458318175,0.7620538509705699,0.033219494861247645,0.0048828125,0.005258413461538461,0.068359375,True,True,False
Raw-Facts,drugs,QWK_CV,0.7609018957962369,0.6671018276762403,0.09380006811999664,0.00048828125,0.0005258413461538461,0.0068359375,True,True,True
Raw-Facts,weapon,F1_Oracle_b0,0.7444253898590797,0.6379310344827587,0.10649435537632101,0.00048828125,0.0006214488636363636,0.0068359375,True,True,True
Raw-Facts,weapon,F1_Oracle_b1,0.8046633221079517,0.7236842105263158,0.08097911158163584,0.00048828125,0.0009765625,0.0068359375,True,True,True
Raw-Facts,weapon,F1_CV_b0,0.7212029693145903,0.5932203389830508,0.12798263033153945,0.00048828125,0.0005258413461538461,0.0068359375,True,True,True
Raw-Facts,weapon,F1_CV_b1,0.7854065199574887,0.7074829931972789,0.07792352676020975,0.0009765625,0.001953125,0.013671875,True,True,True
Raw-Facts,weapon,AP_b0,0.741298618298604,0.6055982056818153,0.13570041261678867,0.00048828125,0.0005696614583333334,0.0068359375,True,True,True
Raw-Facts,weapon,AP_b1,0.8455833840857602,0.7032593468890929,0.1423240371966673,0.00048828125,0.0009765625,0.0068359375,True,True,True
Raw-Facts,weapon,QWK_Oracle,0.6898929611698219,0.4858184764991895,0.20407448467063238,0.00048828125,0.0006214488636363636,0.0068359375,True,True,True
Raw-Facts,weapon,QWK_CV,0.6614019137531978,0.4152185089974293,0.2461834047557685,0.00048828125,0.0005258413461538461,0.0068359375,True,True,True
GPT-Free,drugs,F1_Oracle_b0,0.878467853258824,0.8205128205128205,0.057955032746003554,0.00048828125,0.0006214488636363636,0.0068359375,True,True,True
GPT-Free,drugs,F1_Oracle_b1,0.809643513187356,0.8181818181818182,-0.008538304994462287,0.95654296875,0.9990234375,1.0,False,False,False
GPT-Free,drugs,F1_CV_b0,0.8550602453374164,0.7837837837837838,0.07127646155363265,0.00048828125,0.0005258413461538461,0.0068359375,True,True,True
GPT-Free,drugs,F1_CV_b1,0.7736491278595161,0.7924528301886793,-0.018803702329163174,0.98681640625,0.99951171875,1.0,False,False,False
GPT-Free,drugs,AP_b0,0.90419962613805,0.861599426096489,0.042600200041561065,0.00048828125,0.0005696614583333334,0.0068359375,True,True,True
GPT-Free,drugs,AP_b1,0.8714279518515545,0.8963153213687491,-0.024887369517194613,0.99853515625,1.0,1.0,False,False,False
GPT-Free,drugs,QWK_Oracle,0.7867796660813461,0.7620538509705699,0.024725815110776206,0.0048828125,0.005258413461538461,0.068359375,True,True,False
GPT-Free,drugs,QWK_CV,0.7436252416842136,0.6671018276762403,0.07652341400797336,0.00048828125,0.0005258413461538461,0.0068359375,True,True,True
GPT-Free,weapon,F1_Oracle_b0,0.7359691315782968,0.6379310344827587,0.09803809709553812,0.00048828125,0.0006214488636363636,0.0068359375,True,True,True
GPT-Free,weapon,F1_Oracle_b1,0.8064351228240337,0.7236842105263158,0.08275091229771792,0.00048828125,0.0009765625,0.0068359375,True,True,True
GPT-Free,weapon,F1_CV_b0,0.7022705509229495,0.5932203389830508,0.10905021193989872,0.00048828125,0.0005258413461538461,0.0068359375,True,True,True
GPT-Free,weapon,F1_CV_b1,0.7848277236487099,0.7074829931972789,0.07734473045143098,0.00048828125,0.0011393229166666667,0.0068359375,True,True,True
GPT-Free,weapon,AP_b0,0.7329191561687292,0.6055982056818153,0.12732095048691383,0.00048828125,0.0005696614583333334,0.0068359375,True,True,True
GPT-Free,weapon,AP_b1,0.8641232037878352,0.7032593468890929,0.16086385689874239,0.00048828125,0.0009765625,0.0068359375,True,True,True
GPT-Free,weapon,QWK_Oracle,0.6945012036373713,0.4858184764991895,0.2086827271381818,0.00048828125,0.0006214488636363636,0.0068359375,True,True,True
GPT-Free,weapon,QWK_CV,0.6700643953656781,0.4152185089974293,0.2548458863682488,0.00048828125,0.0005258413461538461,0.0068359375,True,True,True
GPT-Law,drugs,F1_Oracle_b0,0.8665684214922311,0.8205128205128205,0.04605560097941064,0.00244140625,0.0026292067307692305,0.0341796875,True,True,True
GPT-Law,drugs,F1_Oracle_b1,0.7984128852682126,0.8181818181818182,-0.019768932913605597,0.9990234375,0.9990234375,1.0,False,False,False
GPT-Law,drugs,F1_CV_b0,0.8527310898428926,0.7837837837837838,0.06894730605910881,0.00048828125,0.0005258413461538461,0.0068359375,True,True,True
GPT-Law,drugs,F1_CV_b1,0.7636407663694373,0.7924528301886793,-0.02881206381924195,0.99951171875,0.99951171875,1.0,False,False,False
GPT-Law,drugs,AP_b0,0.8897908989706816,0.861599426096489,0.028191472874192658,0.00244140625,0.00244140625,0.0341796875,True,True,True
GPT-Law,drugs,AP_b1,0.8611458953812993,0.8963153213687491,-0.035169425987449876,1.0,1.0,1.0,False,False,False
GPT-Law,drugs,QWK_Oracle,0.7734649667128086,0.7620538509705699,0.011411115742238742,0.0615234375,0.0615234375,0.861328125,False,False,False
GPT-Law,drugs,QWK_CV,0.7412897371765034,0.6671018276762403,0.0741879095002631,0.0068359375,0.0068359375,0.095703125,True,True,False
GPT-Law,weapon,F1_Oracle_b0,0.735579559706758,0.6379310344827587,0.09764852522399936,0.0009765625,0.0011393229166666667,0.013671875,True,True,True
GPT-Law,weapon,F1_Oracle_b1,0.8133599833301449,0.7236842105263158,0.0896757728038291,0.00048828125,0.0009765625,0.0068359375,True,True,True
GPT-Law,weapon,F1_CV_b0,0.7124700867979038,0.5932203389830508,0.11924974781485298,0.00048828125,0.0005258413461538461,0.0068359375,True,True,True
GPT-Law,weapon,F1_CV_b1,0.7927967910737876,0.7074829931972789,0.08531379787650872,0.00048828125,0.0011393229166666667,0.0068359375,True,True,True
GPT-Law,weapon,AP_b0,0.7331210964723929,0.6055982056818153,0.12752289079057755,0.0009765625,0.0010516826923076923,0.013671875,True,True,True
GPT-Law,weapon,AP_b1,0.8468743250511248,0.7032593468890929,0.14361497816203195,0.00048828125,0.0009765625,0.0068359375,True,True,True
GPT-Law,weapon,QWK_Oracle,0.691787271479445,0.4858184764991895,0.20596879498025544,0.00048828125,0.0006214488636363636,0.0068359375,True,True,True
GPT-Law,weapon,QWK_CV,0.6601155658862097,0.4152185089974293,0.24489705688878038,0.00048828125,0.0005258413461538461,0.0068359375,True,True,True
