domain,task,model,representation,f1,precision,recall,ap_pr,threshold,n_valid,n_failed,stats_file,preds_csv
drugs,binary_0,mistral,fe_gpt_schema_v2,0.75,0.6977,0.8108,0.8219368080479192,65.3266,100,0,similarity_database_fe_gpt_schema_v2_v6score_mistral_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v2_v6score_mistral_binary_0_preds.csv
drugs,binary_1,mistral,fe_gpt_schema_v2,0.7965,0.7258,0.8824,0.8264344610929181,60.3015,100,0,similarity_database_fe_gpt_schema_v2_v6score_mistral_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v2_v6score_mistral_binary_0_preds.csv
drugs,binary_0,qwen3_235b,fe_gpt_schema_v2,0.8333,0.7447,0.9459,0.8924108264317137,40.201,100,0,similarity_database_fe_gpt_schema_v2_v6score_qwen3_235b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v2_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_1,qwen3_235b,fe_gpt_schema_v2,0.8148,0.7719,0.8627,0.8742646146035078,35.1759,100,0,similarity_database_fe_gpt_schema_v2_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v2_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_0,qwen_hf,fe_gpt_schema_v2,0.8193,0.7391,0.9189,,45.2261,100,0,similarity_database_fe_gpt_schema_v2_v6score_qwen_hf_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v2_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_1,qwen_hf,fe_gpt_schema_v2,0.8462,0.8302,0.8627,,40.201,100,0,similarity_database_fe_gpt_schema_v2_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v2_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_0,gemini_25_pro,manual_fe,0.8767,0.8889,0.8649,0.9174721375827175,45.2261,100,0,similarity_database_fe_v6score_gemini_25_pro_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_1,gemini_25_pro,manual_fe,0.8043,0.9024,0.7255,0.8874161175944015,35.1759,100,0,similarity_database_fe_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_0,gemini_3_flash,manual_fe,0.8986,0.9688,0.8378,0.9381649048398877,68.3417,100,0,similarity_database_fe_v6score_gemini_3_flash_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_1,gemini_3_flash,manual_fe,0.8478,0.9512,0.7647,0.9140157621727932,58.2915,100,0,similarity_database_fe_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_0,gemma3_27b,manual_fe,0.8046,0.7,0.9459,0.8557016909958086,60.3015,100,0,similarity_database_fe_v6score_gemma3_27b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_1,gemma3_27b,manual_fe,0.8235,0.8235,0.8235,0.8637944109570407,45.2261,100,0,similarity_database_fe_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_0,gpt4,manual_fe,0.8611,0.8857,0.8378,0.9137457999231893,60.3015,100,0,similarity_database_fe_v6score_gpt4_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gpt4,manual_fe,0.8,0.8163,0.7843,0.8938888438021927,45.2261,100,0,similarity_database_fe_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gpt4_binary_0_preds.csv
drugs,binary_0,gpt51_thinking,manual_fe,0.8358,0.9333,0.7568,0.9096340016723166,70.3518,100,0,similarity_database_fe_v6score_gpt51_thinking_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_1,gpt51_thinking,manual_fe,0.8,0.9231,0.7059,0.8905854720408556,62.3116,100,0,similarity_database_fe_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_0,gpt52,manual_fe,0.88,0.8684,0.8919,0.9306842290468178,56.2814,100,0,similarity_database_fe_v6score_gpt52_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gpt52_binary_0_preds.csv
drugs,binary_1,gpt52,manual_fe,0.8387,0.9286,0.7647,0.9058277225724677,52.2613,100,0,similarity_database_fe_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gpt52_binary_0_preds.csv
drugs,binary_0,gpt5mini,manual_fe,0.88,0.8684,0.8919,0.9287167644492145,64.3216,100,0,similarity_database_fe_v6score_gpt5mini_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_1,gpt5mini,manual_fe,0.8,0.7458,0.8627,0.8981802815141741,50.2513,100,0,similarity_database_fe_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_0,llama3_70b,manual_fe,0.8095,0.7234,0.9189,0.8715856540972174,58.2915,100,0,similarity_database_fe_v6score_llama3_70b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_1,llama3_70b,manual_fe,0.8571,0.8936,0.8235,0.9059228564766854,58.2915,100,0,similarity_database_fe_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_0,mistral,manual_fe,0.7733,0.7632,0.7838,0.8506650978551068,70.3518,100,0,similarity_database_fe_v6score_mistral_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_mistral_binary_0_preds.csv
drugs,binary_1,mistral,manual_fe,0.8103,0.7231,0.9216,0.8796285706104695,45.2261,100,0,similarity_database_fe_v6score_mistral_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_mistral_binary_0_preds.csv
drugs,binary_0,qwen3_235b,manual_fe,0.8358,0.9333,0.7568,0.9020233043910695,55.2764,100,0,similarity_database_fe_v6score_qwen3_235b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_1,qwen3_235b,manual_fe,0.8,0.8163,0.7843,0.8890558874147598,40.201,100,0,similarity_database_fe_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_0,qwen_hf,manual_fe,0.8732,0.9118,0.8378,0.9109741457717917,58.2915,100,0,similarity_database_fe_v6score_qwen_hf_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_1,qwen_hf,manual_fe,0.7863,0.697,0.902,0.8878287749097783,35.1759,100,0,similarity_database_fe_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_0,gemini_25_pro,hybrid_full_gpt,0.8286,0.8056,0.8529,,40.201,100,0,similarity_database_hybrid_full_gpt_v6score_gemini_25_pro_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_1,gemini_25_pro,hybrid_full_gpt,0.7222,0.65,0.8125,,20.1005,100,0,similarity_database_hybrid_full_gpt_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_0,gemini_3_flash,hybrid_full_gpt,0.5075,0.34,1.0,,0.0,100,0,similarity_database_hybrid_full_gpt_v6score_gemini_3_flash_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_1,gemini_3_flash,hybrid_full_gpt,0.6486,0.48,1.0,,0.0,100,0,similarity_database_hybrid_full_gpt_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_0,gemma3_27b,hybrid_full_gpt,0.7586,0.9167,0.6471,,65.3266,100,0,similarity_database_hybrid_full_gpt_v6score_gemma3_27b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_1,gemma3_27b,hybrid_full_gpt,0.7455,0.6613,0.8542,,35.1759,100,0,similarity_database_hybrid_full_gpt_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_0,gpt4,hybrid_full_gpt,0.8485,0.875,0.8235,,65.3266,100,0,similarity_database_hybrid_full_gpt_v6score_gpt4_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gpt4,hybrid_full_gpt,0.7647,0.7222,0.8125,,35.1759,100,0,similarity_database_hybrid_full_gpt_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gpt4_binary_0_preds.csv
drugs,binary_0,gpt51_thinking,hybrid_full_gpt,0.8358,0.8485,0.8235,,65.3266,100,0,similarity_database_hybrid_full_gpt_v6score_gpt51_thinking_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_1,gpt51_thinking,hybrid_full_gpt,0.7818,0.6935,0.8958,,38.191,100,0,similarity_database_hybrid_full_gpt_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_0,gpt52,hybrid_full_gpt,0.8529,0.8529,0.8529,,58.2915,100,0,similarity_database_hybrid_full_gpt_v6score_gpt52_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gpt52_binary_0_preds.csv
drugs,binary_1,gpt52,hybrid_full_gpt,0.7609,0.7955,0.7292,,45.2261,100,0,similarity_database_hybrid_full_gpt_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gpt52_binary_0_preds.csv
drugs,binary_0,gpt5mini,hybrid_full_gpt,0.8438,0.9,0.7941,,64.3216,100,0,similarity_database_hybrid_full_gpt_v6score_gpt5mini_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_1,gpt5mini,hybrid_full_gpt,0.7609,0.7955,0.7292,,56.2814,100,0,similarity_database_hybrid_full_gpt_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_0,llama3_70b,hybrid_full_gpt,0.8169,0.7838,0.8529,,58.2915,100,0,similarity_database_hybrid_full_gpt_v6score_llama3_70b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_1,llama3_70b,hybrid_full_gpt,0.766,0.7826,0.75,,45.2261,100,0,similarity_database_hybrid_full_gpt_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_0,nemotron3_nano,hybrid_full_gpt,0.6909,0.9048,0.5588,,40.201,100,0,similarity_database_hybrid_full_gpt_v6score_nemotron3_nano_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_nemotron3_nano_binary_0_preds.csv
drugs,binary_0,qwen3_235b,hybrid_full_gpt,0.8254,0.8966,0.7647,,58.2915,100,0,similarity_database_hybrid_full_gpt_v6score_qwen3_235b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_1,qwen3_235b,hybrid_full_gpt,0.7339,0.6557,0.8333,,30.1508,100,0,similarity_database_hybrid_full_gpt_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_0,qwen_hf,hybrid_full_gpt,0.8254,0.8966,0.7647,,58.2915,100,0,similarity_database_hybrid_full_gpt_v6score_qwen_hf_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_1,qwen_hf,hybrid_full_gpt,0.7273,0.6452,0.8333,,30.1508,100,0,similarity_database_hybrid_full_gpt_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_0,gemini_25_pro,hybrid_manual_gpt,0.8684,0.8462,0.8919,0.7640613510361409,35.1759,100,0,similarity_database_hybrid_v6score_gemini_25_pro_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_1,gemini_25_pro,hybrid_manual_gpt,0.8085,0.8837,0.7451,0.8539847561674883,30.1508,100,0,similarity_database_hybrid_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_0,gemini_3_flash,hybrid_manual_gpt,0.8718,0.8293,0.9189,0.8267001244942421,58.2915,100,0,similarity_database_hybrid_v6score_gemini_3_flash_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_1,gemini_3_flash,hybrid_manual_gpt,0.8317,0.84,0.8235,0.8752797969504088,42.2111,100,0,similarity_database_hybrid_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_0,gemma3_27b,hybrid_manual_gpt,0.8,0.7442,0.8649,0.7534722222222222,55.2764,100,0,similarity_database_hybrid_v6score_gemma3_27b_binary_0_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gemma3_27b_binary_0_preds.csv
