domain,task,model,representation,f1,precision,recall,ap_pr,threshold,n_valid,n_failed,stats_file,preds_csv
drugs,binary_1,qwen_hf,fe_gpt_schema_v2,0.8462,0.8302,0.8627,,40.201,100,0,similarity_database_fe_gpt_schema_v2_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_gpt_schema_v2_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_1,gemini_25_pro,manual_fe,0.8043,0.9024,0.7255,0.8874161175944015,35.1759,100,0,similarity_database_fe_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_1,gemini_3_flash,manual_fe,0.8478,0.9512,0.7647,0.9140157621727932,58.2915,100,0,similarity_database_fe_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_1,gemma3_27b,manual_fe,0.8235,0.8235,0.8235,0.8637944109570407,45.2261,100,0,similarity_database_fe_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_1,gpt4,manual_fe,0.8,0.8163,0.7843,0.8938888438021927,45.2261,100,0,similarity_database_fe_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gpt51_thinking,manual_fe,0.8,0.9231,0.7059,0.8905854720408556,62.3116,100,0,similarity_database_fe_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_1,gpt52,manual_fe,0.8387,0.9286,0.7647,0.9058277225724677,52.2613,100,0,similarity_database_fe_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gpt52_binary_0_preds.csv
drugs,binary_1,gpt5mini,manual_fe,0.8,0.7458,0.8627,0.8981802815141741,50.2513,100,0,similarity_database_fe_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_1,llama3_70b,manual_fe,0.8571,0.8936,0.8235,0.9059228564766854,58.2915,100,0,similarity_database_fe_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_1,mistral,manual_fe,0.8103,0.7231,0.9216,0.8796285706104695,45.2261,100,0,similarity_database_fe_v6score_mistral_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_mistral_binary_0_preds.csv
drugs,binary_1,qwen3_235b,manual_fe,0.8,0.8163,0.7843,0.8890558874147598,40.201,100,0,similarity_database_fe_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_1,qwen_hf,manual_fe,0.7863,0.697,0.902,0.8878287749097783,35.1759,100,0,similarity_database_fe_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_fe_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_1,gemini_25_pro,hybrid_full_gpt,0.7222,0.65,0.8125,,20.1005,100,0,similarity_database_hybrid_full_gpt_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_1,gemini_3_flash,hybrid_full_gpt,0.6486,0.48,1.0,,0.0,100,0,similarity_database_hybrid_full_gpt_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_1,gemma3_27b,hybrid_full_gpt,0.7455,0.6613,0.8542,,35.1759,100,0,similarity_database_hybrid_full_gpt_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_1,gpt4,hybrid_full_gpt,0.7647,0.7222,0.8125,,35.1759,100,0,similarity_database_hybrid_full_gpt_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gpt51_thinking,hybrid_full_gpt,0.7818,0.6935,0.8958,,38.191,100,0,similarity_database_hybrid_full_gpt_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_1,gpt52,hybrid_full_gpt,0.7609,0.7955,0.7292,,45.2261,100,0,similarity_database_hybrid_full_gpt_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gpt52_binary_0_preds.csv
drugs,binary_1,gpt5mini,hybrid_full_gpt,0.7609,0.7955,0.7292,,56.2814,100,0,similarity_database_hybrid_full_gpt_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_1,llama3_70b,hybrid_full_gpt,0.766,0.7826,0.75,,45.2261,100,0,similarity_database_hybrid_full_gpt_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_1,qwen3_235b,hybrid_full_gpt,0.7339,0.6557,0.8333,,30.1508,100,0,similarity_database_hybrid_full_gpt_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_1,qwen_hf,hybrid_full_gpt,0.7273,0.6452,0.8333,,30.1508,100,0,similarity_database_hybrid_full_gpt_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_full_gpt_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_1,gemini_25_pro,hybrid_manual_gpt,0.8085,0.8837,0.7451,0.8539847561674883,30.1508,100,0,similarity_database_hybrid_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_1,gemini_3_flash,hybrid_manual_gpt,0.8317,0.84,0.8235,0.8752797969504088,42.2111,100,0,similarity_database_hybrid_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_1,gemma3_27b,hybrid_manual_gpt,0.8214,0.7541,0.902,0.8246408045977012,40.201,100,0,similarity_database_hybrid_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_1,gpt4,hybrid_manual_gpt,0.8542,0.9111,0.8039,0.8827422975091124,40.201,100,0,similarity_database_hybrid_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gpt51_thinking,hybrid_manual_gpt,0.8738,0.8654,0.8824,0.9036430210033063,40.201,100,0,similarity_database_hybrid_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_1,gpt52,hybrid_manual_gpt,0.8421,0.9091,0.7843,0.8771145811043041,44.2211,100,0,similarity_database_hybrid_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gpt52_binary_0_preds.csv
drugs,binary_1,gpt5mini,hybrid_manual_gpt,0.8571,0.8936,0.8235,0.8745931647088053,55.2764,100,0,similarity_database_hybrid_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_1,llama3_70b,hybrid_manual_gpt,0.8067,0.7059,0.9412,0.8429073161831783,30.1508,100,0,similarity_database_hybrid_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_1,mistral,hybrid_manual_gpt,0.8431,0.8431,0.8431,0.8209449770933179,45.2261,100,0,similarity_database_hybrid_v6score_mistral_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_mistral_binary_0_preds.csv
drugs,binary_1,qwen3_235b,hybrid_manual_gpt,0.8367,0.8723,0.8039,0.8689907046840282,35.1759,100,0,similarity_database_hybrid_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_1,qwen_hf,hybrid_manual_gpt,0.8367,0.8723,0.8039,0.8575102772273693,35.1759,100,0,similarity_database_hybrid_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_hybrid_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_1,gemini_25_pro,gpt_free,0.7677,0.7451,0.7917,0.7530380278740691,20.1005,100,0,similarity_database_with_gpt_features_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_1,gemini_3_flash,gpt_free,0.8,0.7692,0.8333,0.789165182460362,38.191,100,0,similarity_database_with_gpt_features_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_1,gemma3_27b,gpt_free,0.7573,0.7091,0.8125,0.8134217159278656,35.1759,100,0,similarity_database_with_gpt_features_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_1,gpt4,gpt_free,0.7917,0.7917,0.7917,0.794276401454596,35.1759,100,0,similarity_database_with_gpt_features_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gpt51_thinking,gpt_free,0.7742,0.8,0.75,0.8110992593965327,42.2111,100,0,similarity_database_with_gpt_features_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_1,gpt52,gpt_free,0.7748,0.6825,0.8958,0.8185801349785068,34.1709,100,0,similarity_database_with_gpt_features_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gpt52_binary_0_preds.csv
drugs,binary_1,gpt5mini,gpt_free,0.76,0.7308,0.7917,0.8085982929258448,42.2111,100,0,similarity_database_with_gpt_features_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_1,llama3_70b,gpt_free,0.7167,0.5972,0.8958,0.7911745430495432,38.191,100,0,similarity_database_with_gpt_features_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_1,qwen3_235b,gpt_free,0.72,0.6923,0.75,0.781489229942866,30.1508,100,0,similarity_database_with_gpt_features_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_1,qwen_hf,gpt_free,0.7629,0.7551,0.7708,0.8112769567893295,30.1508,100,0,similarity_database_with_gpt_features_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_features_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_1,gemini_25_pro,gpt_law,0.7579,0.766,0.75,0.7311812414858603,30.1508,100,0,similarity_database_with_gpt_law_features_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_1,gemini_3_flash,gpt_law,0.7921,0.7547,0.8333,0.7862905286947663,45.2261,100,0,similarity_database_with_gpt_law_features_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_1,gemma3_27b,gpt_law,0.76,0.7308,0.7917,0.7961761056555107,55.2764,100,0,similarity_database_with_gpt_law_features_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_1,gpt4,gpt_law,0.7692,0.7143,0.8333,0.7956382042647406,38.191,100,0,similarity_database_with_gpt_law_features_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gpt51_thinking,gpt_law,0.7742,0.8,0.75,0.8125966560476582,58.2915,100,0,similarity_database_with_gpt_law_features_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_1,gpt52,gpt_law,0.7636,0.6774,0.875,0.8054646145082489,38.191,100,0,similarity_database_with_gpt_law_features_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gpt52_binary_0_preds.csv
drugs,binary_1,gpt5mini,gpt_law,0.7708,0.7708,0.7708,0.8323846379985796,55.2764,100,0,similarity_database_with_gpt_law_features_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_gpt5mini_binary_0_preds.csv
drugs,binary_1,llama3_70b,gpt_law,0.7523,0.6721,0.8542,0.815996880427575,58.2915,100,0,similarity_database_with_gpt_law_features_v6score_llama3_70b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_llama3_70b_binary_0_preds.csv
drugs,binary_1,qwen3_235b,gpt_law,0.7586,0.8462,0.6875,0.8175239581129409,55.2764,100,0,similarity_database_with_gpt_law_features_v6score_qwen3_235b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_qwen3_235b_binary_0_preds.csv
drugs,binary_1,qwen_hf,gpt_law,0.7525,0.717,0.7917,0.8127324569605806,40.201,100,0,similarity_database_with_gpt_law_features_v6score_qwen_hf_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_gpt_law_features_v6score_qwen_hf_binary_0_preds.csv
drugs,binary_1,gemini_25_pro,facts,0.7255,0.6852,0.7708,0.7259989403179817,20.1005,100,0,similarity_database_with_indicment_facts_v6score_gemini_25_pro_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gemini_25_pro_binary_0_preds.csv
drugs,binary_1,gemini_3_flash,facts,0.8085,0.8261,0.7917,0.7828530917006599,45.2261,100,0,similarity_database_with_indicment_facts_v6score_gemini_3_flash_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gemini_3_flash_binary_0_preds.csv
drugs,binary_1,gemma3_27b,facts,0.7789,0.7872,0.7708,0.8107467222466853,55.2764,100,0,similarity_database_with_indicment_facts_v6score_gemma3_27b_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gemma3_27b_binary_0_preds.csv
drugs,binary_1,gpt4,facts,0.7692,0.814,0.7292,0.74735180918019,55.2764,100,0,similarity_database_with_indicment_facts_v6score_gpt4_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gpt4_binary_0_preds.csv
drugs,binary_1,gpt51_thinking,facts,0.7872,0.8043,0.7708,0.8179413089274343,52.2613,100,0,similarity_database_with_indicment_facts_v6score_gpt51_thinking_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gpt51_thinking_binary_0_preds.csv
drugs,binary_1,gpt52,facts,0.8211,0.8298,0.8125,0.8450734779454919,43.2161,100,0,similarity_database_with_indicment_facts_v6score_gpt52_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gpt52_binary_0_preds.csv
drugs,binary_1,gpt5mini,facts,0.7556,0.8095,0.7083,0.8221586174155429,53.2663,100,0,similarity_database_with_indicment_facts_v6score_gpt5mini_binary_1_stats.json,/Users/liorb/Library/CloudStorage/OneDrive-post.bgu.ac.il/Thesis!!!/new_try/experiments/v6_full_matrix/drugs/results_drugs/similarity_database_with_indicment_facts_v6score_gpt5mini_binary_0_preds.csv
