verdict_1,verdict_2,similarity_scale,similarity_binary_0,similarity_binary_1,feature_vector_1,feature_vector_2
sh-10-05-7434-952,ME-15-06-12109-344,1,0,0,"{""שנת לידה"": 1961, ""מיקום האירוע"": ""רחוב אורלנסקי 11, פתח תקווה"", ""תאריך האירוע"": ""14.4.10"", ""מודלי הנשק"": [""ברטה חצי אוטומטי"", ""לאמה חצי אוטומטי""], ""מספר עבירה"": ""144 א"", ""סוג עבירה"": ""החזקה נשק"", ""סוג הנשק [אקדח]"": 1.0, ""סטטוס הנשק"": ""נשק מפורק"", ""תכנון"": ""לא"", ""אופן החזקת הנשק"": ""בבית, מוסלק - מוסתר"", ""מטרה-סיבת העבירה"": ""אספנות"", ""שימוש"": ""לא""}","{""מיקום האירוע"": ""כפר עזריה"", ""תאריך האירוע"": ""2.5.13"", ""הקשר לאירוע"": ""חתונה"", ""מעורבים נוספים"": ""עמאר זלום, אחי הנאשם"", ""מקום החזקת הנשק"": ""רכב של עמאר זלום"", ""מספר עבירה"": ""144 ב"", ""סוג עבירה"": ""נשיאת נשק, הובלת נשק"", ""סוג הנשק [אקדח]"": 1.0, ""סטטוס הנשק"": ""תקין"", ""תכנון"": ""כן"", ""אופן החזקת הנשק"": ""ברכב, מוסלק - מוסתר"", ""שימוש"": ""לא""}"
ME-16-06-44840-433,SH-09-05-9349-998,1,0,0,"{""שנת לידה"": ""1993"", ""מיקום האירוע"": ""רחוב האפרסמון, ירושלים"", ""תאריך האירוע"": ""5.6.16"", ""מעורבים נוספים"": ""אלירון גולד, רן אברג'יל, יוני אברג'יל, נתי קורקוס"", ""סוגי רימונים"": ""רימון הלם, רימון גז"", ""הדרכה בשימוש בנשק"": ""הנאשם הסביר לאלירון כיצד להשתמש ברימון הגז"", ""העברת נשק"": ""הנאשם העביר רימוני הלם בין מקומות מסתור"", ""מספר עבירה"": ""144 א, 144 ב"", ""סוג עבירה"": ""החזקה נשק, נשיאת נשק"", ""עבירות נוספות"": ""הנאשם הורשע בנוסף לעבירות נשק (סעיף 144) גם בסיוע לנסיון לתקיפה לפי סעיפים 379 + 25 + 31 לחוק העונשין. זוהי עבירה שאינה עבירת נשק."", ""סוג הנשק [רימון הלם/גז]"": 1.0, ""סטטוס הנשק"": ""נשק מופרד מתחמושת"", ""תכנון"": ""כן"", ""אופן החזקת הנשק"": ""מוסלק - מוסתר"", ""שימוש"": ""זריקת רימון""}","{""שנת לידה"": ""1979"", ""מקום האירוע"": ""ג'לג'וליה"", ""מיקום הנשק בבית"": ""במקפיא"", ""סוג האקדח"": ""CZ"", ""מספר סידורי של הנשק"": ""1066A"", ""סוג התחמושת"": ""9 מ\""מ"", ""מיקום התחמושת בבית"": ""בתוך נעל בחדרו"", ""מספר עבירה"": ""144 א"", ""סוג עבירה"": ""החזקה נשק"", ""סוג הנשק [אקדח]"": 1.0, ""סטטוס הנשק"": ""נשק מופרד מתחמושת"", ""תכנון"": ""לא"", ""אופן החזקת הנשק"": ""בבית, מוסלק - מוסתר"", ""כמות תחמושת"": ""מחסנית ריקה ובה 0 כדורים, 26 כדורים"", ""שימוש"": ""לא""}"
ME-16-08-44157-713,ME-15-11-45465-294,3,1,1,"{""מיקום העבירה"": ""לוד"", ""מספר עבירות נשק שנידונו"": 3, ""סוגי תחמושת"": ""טוטו, 100 כדורים"", ""מחירים מבוקשים לנשק"": ""10,500 ₪, 10,000 ₪"", ""סוגי נשק נוספים שהוצעו"": ""אקדח 14, אקדח 7, קאנס"", ""תכונות נוספות של הנשק"": ""משתיק קול, כוונת טלסקופית"", ""מספר שותפים בעסקת הנשק"": ""מספר"", ""מספר עבירה"": ""144 ב"", ""סוג עבירה"": ""סחר בנשק"", ""עבירות נוספות"": ""הנאשם הורשע בנוסף לעבירות נשק (סחר בנשק לפי סעיף 144(ב2)), גם בעבירה של קשירת קשר לביצוע פשע לפי סעיף 449(א)(1) לחוק העונשין, שהיא עבירה שאינה עבירת נשק."", ""סוג הנשק [רובה צלפים]"": 1.0, ""סוג הנשק - אם לא נמצא בטבלה"": ""קרל גוסטב מאולתר, מיני עוזי, אקדח 14, אקדח 7"", ""סטטוס הנשק"": ""נשק מופרד מתחמושת"", ""תכנון"": ""כן"", ""אופן החזקת הנשק"": ""בבית"", ""כמות תחמושת"": ""מחסנית"", ""מטרה-סיבת העבירה"": ""בצע כסף"", ""שימוש"": ""לא""}","{""מיקום העסקה"": ""תחנת אוטובוס סמוכה לאוניברסיטת חיפה"", ""תאריך העסקה"": ""30.6.15"", ""זמן העסקה"": ""צהריים"", ""סכום העסקה"": ""8,000 ₪"", ""סוג הסוכן"": ""סוכן משטרתי"", ""שם הסוכן"": ""נעים סביחי"", ""אופן התשלום"": ""מזומן"", ""אופן האחסון ברכב"": ""תת-מקלע ושלוש המחסניות בתיק, תמ"", ""ק נוסף עטוף בבד"": ""ק נוסף עטוף בבד"", ""מספר עבירה"": ""144 ב"", ""סוג עבירה"": ""נשיאת נשק, סחר בנשק"", ""סוג הנשק [תת מקלע]"": 1.0, ""סוג הנשק - אם לא נמצא בטבלה"": ""מחסניות מאולתרות (המותאמות לקרל גוסטב) ומחסנית צולבת (לעוזי)"", ""סטטוס הנשק"": ""נשק מופרד מתחמושת"", ""תכנון"": ""כן"", ""אופן החזקת הנשק"": ""ברכב"", ""כמות תחמושת"": ""2 מחסניות מאולתרות + מחסנית צולבת"", ""מטרה-סיבת העבירה"": ""בצע כסף"", ""שימוש"": ""לא""}"
ME-15-06-12109-344,ME-12-04-33577-700,1,0,0,"{""מיקום האירוע"": ""כפר עזריה"", ""תאריך האירוע"": ""2.5.13"", ""הקשר לאירוע"": ""חתונה"", ""מעורבים נוספים"": ""עמאר זלום, אחי הנאשם"", ""מקום החזקת הנשק"": ""רכב של עמאר זלום"", ""מספר עבירה"": ""144 ב"", ""סוג עבירה"": ""נשיאת נשק, הובלת נשק"", ""סוג הנשק [אקדח]"": 1.0, ""סטטוס הנשק"": ""תקין"", ""תכנון"": ""כן"", ""אופן החזקת הנשק"": ""ברכב, מוסלק - מוסתר"", ""שימוש"": ""לא""}","{""מיקום האירוע"": ""בית שאן"", ""תאריך האירוע"": ""13/4/12"", ""שעת האירוע"": ""02:00 לפנות בוקר"", ""סוג המפגש"": ""ויכוח"", ""פרטי התקרית"": ""המתלונן זרק כוס לעבר הנאשם, הנאשם שלף אקדח וירה שלוש יריות"", ""מספר יריות"": 3, ""מיקום פגיעות היריות"": ""אחת ליד הראש, אחת ליד הגב, אחת שרטה את הברך הימנית"", ""מספר עבירה"": ""144 א, 144 ב"", ""סוג עבירה"": ""החזקה נשק, נשיאת נשק"", ""עבירות נוספות"": ""הנאשם הורשע בנוסף לעבירות נשק (סעיף 144(א) ו-144(ב)), גם בעבירות של חבלה בכוונה מחמירה (סעיף 329(א)(2)) ויריות באזור מגורים (סעיף 340(א)), שהן אינן עבירות נשק לפי סעיף 144."", ""סוג הנשק [אקדח]"": 1.0, ""סטטוס הנשק"": ""נשק עם כדור בקנה"", ""תכנון"": ""כן"", ""אופן החזקת הנשק"": ""על גופו"", ""שימוש"": ""לא""}"
ME-17-08-28615-573,ME-16-05-336-804,2,0,1,"{""מיקום האירוע"": ""תחנת דלק ליד קיבוץ בית העמק"", ""זמן האירוע"": ""30.7.2017, מ-19:57 עד 23:04"", ""התנהלות הנאשם במהלך האירוע"": ""הנאשם הגיע למתחם, הכניס את התיק לפח אשפה, שהה במקום ולבסוף ניסה לברוח עם התיק כשהוא רואה את השוטרים"", ""אופן התגובה למשטרה"": ""הנאשם ניסה לברוח ולהסתיר את התיק במיכל מחזור לאחר שהבחין בניידת משטרה"", ""מספר שוטרים במעורבות"": ""5 שוטרים"", ""סוג הניידת"": ""ניידת משטרה"", ""מיקום התיק במהלך האירוע"": ""הוכנס לפח אשפה ולאחר מכן למיכל מחזור"", ""מרחק הנאשם מהפח במהלך האירוע"": ""מטרים ספורים"", ""מספר עבירה"": ""144 א, 144 ב"", ""סוג עבירה"": ""החזקה נשק, נשיאת נשק"", ""עבירות נוספות"": ""הנאשם הורשע בנוסף לעבירות נשק (סעיף 144) גם בעבירת הפרעה לשוטר במילוי תפקידו לפי סעיף 275 לחוק העונשין."", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סוג הנשק [רימון הלם/גז]"": 1.0, ""סטטוס הנשק"": ""נשק עם מחסנית בהכנס"", ""תכנון"": ""לא"", ""אופן החזקת הנשק"": ""מוסלק - מוסתר"", ""כמות תחמושת"": ""מחסנית ובה 9 כדורים, 50 כדורים"", ""שימוש"": ""לא""}","{""זמן האירוע"": ""שעת ערב"", ""מיקום האירוע"": ""טקס חינה"", ""תאריך האירוע"": ""24/04/16"", ""סוג הנשק המדויק"": ""תת מקלע מאולתר מסוג קרל גוסטב"", ""פעולה במהלך האירוע"": ""פריקת נשק"", ""התנהלות במהלך נסיעה"": ""הימלטות מהמשטרה"", ""מספר כביש"": ""24"", ""מעורבות צד שלישי"": ""רדואן סמארה"", ""מספר עבירה"": ""144 ב"", ""סוג עבירה"": ""נשיאת נשק, הובלת נשק"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סטטוס הנשק"": ""נשק מופרד מתחמושת"", ""תכנון"": ""לא"", ""אופן החזקת הנשק"": ""ברכב, על גופו"", ""כמות תחמושת"": ""2 מחסניות ריקות ובהן 0 כדורים, 26 כדורים"", ""שימוש"": ""לא""}"
ME-16-05-25902-514,SH-17-08-47445-166,1,0,0,"{""מקום רכישת הנשק"": ""קלנסוואה"", ""מקום החזקת הנשק"": ""מקלט בבית"", ""תאריך גניבת הנשק"": ""31.12.13"", ""מספר סידורי של הנשק"": ""682663"", ""סוג הנשק"": ""ברטה"", ""תאריך תחילת החזקת הנשק"": ""פברואר 2016"", ""תאריך נשיאת הנשק"": ""8.5.16"", ""שעת נשיאת הנשק"": ""06:00"", ""מספר עבירה"": ""144 א, 144 ב"", ""סוג עבירה"": ""החזקה נשק, נשיאת נשק"", ""סוג הנשק [אקדח]"": 1.0, ""סטטוס הנשק"": ""נשק עם מחסנית בהכנס"", ""תכנון"": ""לא"", ""אופן החזקת הנשק"": ""בבית, על גופו"", ""אופן קבלת הנשק"": ""רכש"", ""כמות תחמושת"": ""מחסנית ובה 7 כדורים"", ""מטרה-סיבת העבירה"": ""הגנה עצמית"", ""שימוש"": ""לא""}","{""תאריך המעצר"": ""09.08.2018"", ""מיקום החזקת הנשק"": ""כסיפה"", ""סוג הנשק [חפץ דמוי תת מקלע]"": 1.0, ""סוג האקדח"": ""FN"", ""אופן הפזורה"": ""סביב הישוב"", ""מספר עבירה"": ""144 א"", ""סוג עבירה"": ""החזקה נשק"", ""סוג הנשק [אקדח]"": 1.0, ""סוג הנשק - אם לא נמצא בטבלה"": ""חפץ דמוי תת מקלע מאולתר"", ""סטטוס הנשק"": ""תקין"", ""תכנון"": ""לא"", ""אופן החזקת הנשק"": ""בבית"", ""שימוש"": ""לא""}"
ME-16-05-336-804,ME-14-12-6904-57,3,1,1,"{""זמן האירוע"": ""שעת ערב"", ""מיקום האירוע"": ""טקס חינה"", ""תאריך האירוע"": ""24/04/16"", ""סוג הנשק המדויק"": ""תת מקלע מאולתר מסוג קרל גוסטב"", ""פעולה במהלך האירוע"": ""פריקת נשק"", ""התנהלות במהלך נסיעה"": ""הימלטות מהמשטרה"", ""מספר כביש"": ""24"", ""מעורבות צד שלישי"": ""רדואן סמארה"", ""מספר עבירה"": ""144 ב"", ""סוג עבירה"": ""נשיאת נשק, הובלת נשק"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סטטוס הנשק"": ""נשק מופרד מתחמושת"", ""תכנון"": ""לא"", ""אופן החזקת הנשק"": ""ברכב, על גופו"", ""כמות תחמושת"": ""2 מחסניות ריקות ובהן 0 כדורים, 26 כדורים"", ""שימוש"": ""לא""}","{""מיקום החזקת הנשק"": ""ארון בגדים בחדר השינה"", ""מחיר הנשק"": ""4000 ש\""ח"", ""מועד רכישת הנשק"": ""כחודש ימים עובר ליום 18.11.2014"", ""מקום מגורים"": ""תל אביב"", ""כמות קנאביס"": ""0.3027 גרם נטו"", ""סוג הנשק"": ""רובה מאולתר מדגם קרל גוסטב"", ""תיאור האופן שבו נשא הנאשם את הנשק"": ""בתוך תיק גב, עטוף בבגדים"", ""מספר עבירה"": ""144 ב"", ""סוג עבירה"": ""נשיאת נשק, הובלת נשק"", ""עבירות נוספות"": ""הנאשם הואשם והורשע בנוסף לעבירת נשק (סעיף 144(ב) לחוק העונשין) גם בעבירה של החזקת סם לצריכה עצמית לפי סעיף 7(א) לפקודת הסמים המסוכנים."", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סטטוס הנשק"": ""נשק מופרד מתחמושת"", ""תכנון"": ""כן"", ""אופן החזקת הנשק"": ""בבית, על גופו, מוסלק - מוסתר"", ""אופן קבלת הנשק"": ""רכש"", ""כמות תחמושת"": ""מחסנית וכדורים, כדורים"", ""שימוש"": ""לא""}"
SH-19-07-60805-168,ME-20-01-17935-7,1,0,0,"{""סוג הרכב"": ""לקסוס"", ""מספר רישוי"": ""72-111-79"", ""מיקום החזקת הנשק"": ""תחת שטיח הגלגל הרזרבי"", ""סוג האקדח"": ""גז/הזנקה"", ""שינוי בייעוד הנשק"": ""מסוגל לירות כדורי אקדח"", ""סוג המחסנית"": ""סמית' אנד ווסון"", ""קוטר הכדורים"": ""9 מ\""מ פאראבלום"", ""מספר עבירה"": ""144 א"", ""סוג עבירה"": ""החזקה נשק"", ""סוג הנשק [אקדח]"": 1.0, ""סטטוס הנשק"": ""נשק עם מחסנית בהכנס"", ""תכנון"": ""לא"", ""אופן החזקת הנשק"": ""ברכב, מוסלק - מוסתר"", ""כמות תחמושת"": ""מחסנית ובה 10 כדורים"", ""שימוש"": ""לא""}","{""מיקום האירוע"": ""חניון עפר פתוח באום אל פחם"", ""זמן האירוע"": ""29.12.19 בסביבות השעה 22:00"", ""תיאור המעורבים"": ""הנאשם, אחיו קיס והייתם אג'באריה יחד עם רמי אג'באריה"", ""תגובת הנאשם לפקודת שוטר"": ""לא ציית לפקודה לזרוק את הנשק עד שהשוטר ירה באוויר"", ""אופן תגובת השוטר"": ""ירי באוויר לאחר שהנאשם לא ציית לפקודה"", ""מספר עבירה"": ""144 א, 144 ב"", ""סוג עבירה"": ""החזקה נשק, נשיאת נשק"", ""עבירות נוספות"": ""הנאשם הואשם והורשע בנוסף לעבירות נשק (סעיפים 144(א) ו-144(ב) בצירוף סעיף 25), גם בעבירה של הפרעה לשוטר במילוי תפקידו לפי סעיף 275 לחוק העונשין. זוהי עבירה שאינה עבירת נשק."", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סטטוס הנשק"": ""תקול"", ""תכנון"": ""לא"", ""אופן החזקת הנשק"": ""על גופו"", ""שימוש"": ""לא""}"
ME-15-12-39071-113,ME-09-11-7566-913,3,1,1,"{""מותג הרכב"": ""מזדה 3"", ""מספר רישוי"": ""71-098-16"", ""מיקום האירוע"": ""כביש מספר 1, בסמוך למחלף הראל"", ""זמן האירוע"": ""22:30"", ""תאריך האירוע"": ""12.10.13"", ""מיקום הנשק ברכב"": ""מתחת לשטיח שמתחת למושב הסמוך לנהג"", ""סוג הנשק"": ""אקדח חצי אוטומטי מסוג סטאר"", ""מספר עבירה"": ""144 א"", ""סוג עבירה"": ""החזקה נשק"", ""סוג הנשק [אקדח]"": 1.0, ""סטטוס הנשק"": ""תקין"", ""תכנון"": ""לא"", ""אופן החזקת הנשק"": ""ברכב, מוסלק - מוסתר"", ""מטרה-סיבת העבירה"": ""הגנה עצמית"", ""שימוש"": ""לא""}","{""זמן העבירה"": ""17:00"", ""תאריך העבירה"": ""05.11.09"", ""מיקום החזקת הנשק"": ""מתחת לריפוד במושב שליד הנהג"", ""דגם הנשק"": ""webiey"", ""מספר עבירה"": ""144 א, 144 ב"", ""סוג עבירה"": ""החזקה נשק, נשיאת נשק, הובלת נשק"", ""סוג הנשק [אקדח]"": 1.0, ""סטטוס הנשק"": ""תקול"", ""תכנון"": ""לא"", ""אופן החזקת הנשק"": ""ברכב, מוסלק - מוסתר"", ""שימוש"": ""לא""}"
ME-19-04-1316-977,SH-11-05-24791-315,1,0,0,"{""מיקום העסקה"": ""א-ראם"", ""סוג התחמושת"": ""כדורי M16, כדורי 5.56 מ\""מ"", ""כמות כדורים נוספת"": ""1,100 כדורים"", ""מחיר העסקה"": ""17,000 ₪, 19,000 ₪"", ""תאריכים רלוונטיים"": ""10.2.2019, 14.2.2019, 17.2.2019, 18.2.2019, 26.2.2019, 3.3.2019, 13.3.2019, 17.3.2019, 18.3.2019"", ""זהות הסוכן"": ""לוחם מספר 188, עלי"", ""תפקיד הסוכן"": ""שוטר, סוכן מטעם משטרת ישראל"", ""סוג הנשק המוצע למכירה"": ""קרלו"", ""מצב הנשק"": ""מקולקל"", ""התקשרות עם צד שלישי"": ""האחר"", ""מידע על צד שלישי"": ""האחר מתעכב, הנשק מקולקל"", ""הבטחת נשק נוסף"": ""הבטחה להשיג אקדח בעתיד"", ""תקופה עתידית להשגת נשק"": ""עד לחודש הרמדאן"", ""מספר עבירה"": ""144 ב"", ""סוג עבירה"": ""סחר בנשק, ניסיון לסחר בנשק"", ""סוג הנשק [אקדח]"": 1.0, ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סטטוס הנשק"": ""תקול"", ""תכנון"": ""לא"", ""אופן החזקת הנשק"": ""ברכב"", ""כמות תחמושת"": ""מחסנית, 900 כדורים"", ""מטרה-סיבת העבירה"": ""בצע כסף"", ""שימוש"": ""לא""}","{""מיקום החזקת הנשק"": ""כפר עין-נקובא"", ""סוג האקדח"": ""FN"", ""סוג המחסניות"": ""תואמות לאקדח FN"", ""זמן החזקת הנשק"": ""19/07/09 בשעה 21:00"", ""מספר עבירה"": ""144 א"", ""סוג עבירה"": ""החזקה נשק"", ""סוג הנשק [אקדח]"": 1.0, ""סטטוס הנשק"": ""נשק מופרד מתחמושת"", ""תכנון"": ""לא"", ""אופן החזקת הנשק"": ""בבית"", ""אופן קבלת הנשק"": ""מאחר"", ""כמות תחמושת"": ""2 מחסניות"", ""שימוש"": ""לא""}"
ME-15-12-39071-113,ME-13-02-28360-614,1,0,0,"{""מותג הרכב"": ""מזדה 3"", ""מספר רישוי"": ""71-098-16"", ""מיקום האירוע"": ""כביש מספר 1, בסמוך למחלף הראל"", ""זמן האירוע"": ""22:30"", ""תאריך האירוע"": ""12.10.13"", ""מיקום הנשק ברכב"": ""מתחת לשטיח שמתחת למושב הסמוך לנהג"", ""סוג הנשק"": ""אקדח חצי אוטומטי מסוג סטאר"", ""מספר עבירה"": ""144 א"", ""סוג עבירה"": ""החזקה נשק"", ""סוג הנשק [אקדח]"": 1.0, ""סטטוס הנשק"": ""תקין"", ""תכנון"": ""לא"", ""אופן החזקת הנשק"": ""ברכב, מוסלק - מוסתר"", ""מטרה-סיבת העבירה"": ""הגנה עצמית"", ""שימוש"": ""לא""}","{""מיקום האירוע"": ""רהט"", ""תאריך האירוע"": ""9/2/13"", ""התנהגות במהלך המעצר"": ""ניסיון בריחה"", ""מצב הנהגה"": ""נהיגה תחת השפעת אלכוהול"", ""שימוש בנשק"": ""ירי באוויר"", ""מספר יריות"": ""שלוש"", ""התערבות שוטרים"": ""ניידת משטרה עם אורות כחולים דולקים וסירנה"", ""אופן העצירה"": ""נסיעה על המדרכה וחסימת נתיב על ידי ניידת משטרה"", ""מספר עבירה"": ""144 ב"", ""סוג עבירה"": ""נשיאת נשק"", ""עבירות נוספות"": ""הנאשם הורשע בנוסף לעבירות נשק (סעיף 144(ב) לחוק העונשין) גם בעבירות נוספות: הפרעה לשוטר במילוי תפקידו (סעיף 275 לחוק העונשין), נהיגה ללא רישיון (סעיף 10(א) לפקודת התעבורה), נהיגה ללא ביטוח (סעיף 2 לפקודת ביטוח רכב מנועי), ונהיגה תחת השפעת משקאות משכרים (תקנה 26(2) לתקנות התעבורה)."", ""סוג הנשק - אם לא נמצא בטבלה"": ""נשק"", ""סטטוס הנשק"": ""נשק עם כדור בקנה"", ""תכנון"": ""לא"", ""אופן החזקת הנשק"": ""ברכב"", ""שימוש"": ""לא""}"
ME-16-02-59812-881,ME-22-03-52964-443,3,1,1,"{""מקום עבודה"": ""בית ספר יסודי"", ""תפקיד בעבודה"": ""מאבטחת"", ""סוג האקדח"": ""תארוס 9 מ\""מ"", ""תקופת העבירות"": ""יולי 2015 - פברואר 2016"", ""סוגי סמים"": ""חשיש, הרואין"", ""כמות סם הרואין"": ""ארבע חבילות"", ""מחיר מכירת הנשק"": ""8,000 ₪"", ""סכום כסף במזומן"": ""8,000 ₪"", ""שם הקונה"": ""מחמוד צאלוק"", ""סיבת מכירת הנשק"": ""צורך בכסף לרכישת סמים"", ""תיאור האירוע המזויף"": ""שוד בו נגנב האקדח"", ""תגובת מעבידה לאירוע השוד"": ""פנייה מיידית למשטרה"", ""תאריך הדיווח על השוד"": ""18.2.16"", ""מספר עבירה"": ""144 ב"", ""סוג עבירה"": ""סחר בנשק"", ""עבירות נוספות"": ""הנאשם הואשם והורשע בנוסף לעבירת נשק (סחר בנשק לפי סעיף 144(ב2)), גם בעבירות מסירת ידיעה כוזבת על עבירת פשע (סעיף 243 לחוק העונשין) ושיבוש הליכי משפט (סעיף 244 לחוק העונשין). אלו אינן עבירות נשק."", ""סוג הנשק [אקדח]"": 1.0, ""סטטוס הנשק"": ""נשק מופרד מתחמושת"", ""תכנון"": ""לא"", ""אופן החזקת הנשק"": ""בבית"", ""כמות תחמושת"": ""2 מחסניות, 20 כדורים"", ""מטרה-סיבת העבירה"": ""בצע כסף"", ""שימוש"": ""לא""}","{""מיקום האירוע"": ""מפעל מזון בדיר אל אסד"", ""זמן האירוע"": ""9.3.22 בשעה 12:10"", ""סוג הנשק"": ""אקדח חצי אוטומטי D.D.G מודל 19 קליבר 9 מ\""מ פרבלום"", ""תיאור התפיסה"": ""הנאשם ניסה להשליך את הנשק והתחמושת לתוך ארגז עופות אך נתפס על ידי השוטרים"", ""מספר עבירה"": ""144 א, 144 ב"", ""סוג עבירה"": ""החזקה נשק, נשיאת נשק, הובלת נשק"", ""עבירות נוספות"": ""הנאשם הורשע בנוסף לעבירות נשק גם בעבירת הפרעה לשוטר במילוי תפקידו לפי סעיף 275 לחוק העונשין. לא צוינו עבירות נוספות שאינן עבירות נשק או הפרעה לשוטר."", ""סוג הנשק [אקדח]"": 1.0, ""סטטוס הנשק"": ""נשק עם מחסנית בהכנס"", ""תכנון"": ""כן"", ""אופן החזקת הנשק"": ""על גופו, מוסלק - מוסתר"", ""כמות תחמושת"": ""מחסנית ובה 16 כדורים, מחסנית נוספת ובה 16 כדורים"", ""מטרה-סיבת העבירה"": ""הגנה עצמית"", ""שימוש"": ""לא""}"
ME-20-01-62688-591,ME-17-05-35227-215,1,0,0,"{""סוג הרכב"": ""הונדה שחורה"", ""מספר רישוי"": ""60-201-70"", ""זמן האירוע"": ""16.1.20 בשעה 14:55"", ""מיקום האירוע"": ""עסק בו עבד המתלונן"", ""פגיעה פיזית"": ""שבר פמור שליש פרוקסימלי אספקט קדמי של להקורטקס"", ""אורך הפגיעה"": ""כ 7 ס\""מ"", ""טיפול רפואי"": ""ניתוח לשחזור ולקיבוע השבר באמצעות מסמר"", ""מקום אשפוז"": ""בית חולים רמב\""ם"", ""תאריך שחרור מהאשפוז"": ""21.1.20"", ""מקום מעצר הנאשם"": ""תחנת דלק פז בצומת האצטדיון בחיפה"", ""זמן מעצר"": ""סמוך לשעה 15:50 באותו יום"", ""כמות סם"": ""1.5 גרם קוקאין"", ""סכום כסף נמצא"": ""1,950 ₪"", ""מספר עבירה"": ""144 ב"", ""סוג עבירה"": ""נשיאת נשק, הובלת נשק"", ""עבירות נוספות"": ""הנאשם הורשע, בנוסף לעבירות נשק לפי סעיף 144, גם בעבירה של חבלה בכוונה מחמירה לפי סעיף 329(א)(1) לחוק העונשין, ובעבירה של החזקת סם מסוכן לצריכה עצמית לפי סעיפים 7(א) + 7(ג) סיפא לפקודת הסמים המסוכנים."", ""סוג הנשק [אקדח]"": 1.0, ""סטטוס הנשק"": ""נשק עם כדור בקנה"", ""תכנון"": ""כן"", ""אופן החזקת הנשק"": ""ברכב, על גופו"", ""שימוש"": ""לא""}","{""תאריך העבירה"": ""7 במאי 2017"", ""זמן העבירה"": ""צהריים"", ""סוג הרכב"": ""אופנוע"", ""דגם הרכב"": ""קואנג יאנג טיו"", ""מיקום הנשק ברכב"": ""תא מטען"", ""מספר עבירה"": ""144 ב"", ""סוג עבירה"": ""נשיאת נשק, הובלת נשק"", ""סוג הנשק [תת מקלע מאולתר]"": 1.0, ""סטטוס הנשק"": ""נשק עם מחסנית בהכנס"", ""תכנון"": ""כן"", ""אופן החזקת הנשק"": ""ברכב"", ""שימוש"": ""לא""}"
ME-16-06-64845-657,ME-12-03-13401-281,1,0,0,"{""סוג תחמושת"": ""כדורי רובה"", ""קוטר תחמושת"": ""9 מ\""מ"", ""מיקום האירוע"": ""כפר כנא, אזור המשתלה, קצה צפוני"", ""תאריך האירוע"": ""22/6/16"", ""שעת האירוע"": ""22:30"", ""מספר עבירה"": ""144 ב"", ""סוג עבירה"": ""נשיאת נשק, הובלת נשק"", ""סוג הנשק [אקדח]"": 1.0, ""סטטוס הנשק"": ""נשק מופרד מתחמושת"", ""תכנון"": ""לא"", ""אופן החזקת הנשק"": ""ברכב, על גופו, מוסלק - מוסתר"", ""כמות תחמושת"": ""מחסנית ריקה ובה 0 כדורים, 11 כדורים"", ""שימוש"": ""לא""}","{""סוג האקדח"": ""CZ קליבר 9 מ\""מ"", ""מקור הנשק"": ""נגנב"", ""תאריך גניבת הנשק"": ""3.2.12"", ""מיקום הגניבה"": ""ביישוב ציפורי"", ""מיקום הירי"": ""רחוב שיבת ציון בחיפה"", ""זמן הירי"": ""סמוך לשעה 00:38"", ""זמן המעצר"": ""סמוך לשעה 1:50"", ""מצב הנשק בעת המעצר"": ""טעון עם כדור בקנה ופטיש האקדח משוך לאחור"", ""מספר כדורים שנורו"": ""11"", ""מספר עבירה"": ""144 א, 144 ב"", ""סוג עבירה"": ""החזקה נשק, נשיאת נשק, הובלת נשק"", ""עבירות נוספות"": ""הנאשם הורשע גם בעבירה של ירי באזור מגורים לפי סעיף 340א לחוק העונשין, שהיא עבירה שאינה לפי סעיף 144."", ""סוג הנשק [אקדח]"": 1.0, ""סטטוס הנשק"": ""נשק עם כדור בקנה"", ""תכנון"": ""לא"", ""אופן החזקת הנשק"": ""ברכב"", ""כמות תחמושת"": ""2 מחסניות ובהן כדורים, 11 כדורים"", ""שימוש"": ""לא""}"
