verdict_1,verdict_2,similarity_scale,similarity_binary_0,similarity_binary_1,feature_vector_1,feature_vector_2
SH-17-10-10556-234,m07001074-98,2,0,1,"{""בעלות_הנשק"": ""הנשק היה בבעלותו של אחר"", ""האם_הייתה_מחסנית_נוספת"": ""כן, מחסנית לא טעונה"", ""האם_הנשק_היה_טעון"": ""כן, באקדח הייתה מחסנית ובה 10 קליעים"", ""מיקום_הנשק"": ""בתוך שקית בחצר הסמוכה לביתו ובתוך כפפה מתחת למזרון בערימת זבל במרחק של כ-100 מטרים מביתו"", ""מספר_קליעים"": ""10"", ""סוג_הנשק"": ""אקדח"", ""סוג_העבירה"": ""החזקת נשק והחזקת אביזר נשק לתחמושת"", ""סעיפי_חוק"": ""סעיף 144(א) רישא וסעיף 144(א) סיפא לחוק העונשין תשל\""ז – 1977"", ""קוטר_קליעים"": ""8 מ\""מ"", ""תקופת_ההחזקה"": ""עובר ליום 28/08/2017""}","{""גילוי_הנשק"": ""הנשק אותר ונתפס בחיפוש בבית הנאשם על פי צו בית משפט"", ""היתר_להחזקת_נשק"": ""לא היה לנאשם היתר להחזיק בנשק"", ""הסגרת_הנשק"": ""הנאשם לא הסגיר את הנשק עד לתפיסתו"", ""הסתרת_הנשק"": ""החביא את הנשק מעל ארון בגדים בביתו"", ""העברת_הנשק"": ""הנאשם נשא את הנשק לביתו"", ""ידיעת_הנאשם_על_העדר_היתר"": ""הנאשם ידע שאין לו היתר להחזיק או להוביל את הנשק"", ""מספר_מחסניות"": ""2"", ""מקום_מציאת_הנשק"": ""שטח אדמה סמוך לכפר מגוריו של הנאשם"", ""משך_החזקה"": ""מה-31/1/07 עד 4/2/07"", ""סוג_הנשק"": ""עוזי"", ""סוג_העבירה"": ""החזקת נשק ללא היתר"", ""סעיף_חוק"": ""סעיף 144(א) רישא לחוק העונשין, התשל\""ז-1977"", ""תאריך_מציאת_הנשק"": ""31/1/07""}"
SH-19-07-60805-168,ME-14-10-31218-522,1,0,0,"{""כמות_התחמושת"": ""10 כדורים"", ""מיקום_הנשק"": ""תא המטען ברכב מסוג לקסוס, מתחת לשטיח הגלגל הרזרבי"", ""מספר_הרכב"": ""72-111-79"", ""סוג_הנשק"": ""אקדח חצי אוטומטי מסוג גז/הזנקה שהוסב לירי כדורים חיים"", ""סוג_העבירה"": ""החזקת נשק ותחמושת שלא כדין"", ""סוג_התחמושת"": ""מחסנית מתאימה לאקדח חצי אוטומטי מסוג סמית' אנד ווסון"", ""סעיף_חוק"": ""סעיף 144(א) רישא וסיפא לחוק העונשין, התשל\""ז – 1977"", ""קוטר_התחמושת"": ""9 מ\""מ פאראבלום"", ""שינוי_ייעוד_הנשק"": ""בוצע שינוי בייעודו המקורי של האקדח כך שיכול לירות כדורים חיים"", ""תאריך_ביצוע"": ""08.07.19""}","{""אופן השימוש בנשק"": ""השלכת רימון לעבר מרפסת בית מגורים לאחר שחרור נצרה"", ""מועד האירוע"": ""29/5/2014 בשעה 02:45"", ""מיקום האירוע"": ""סמוך לבית ד\""ר אמון חסן בדיר אל אסד"", ""מספר סידורי של הרימון"": ""E386201"", ""סוג הנשק"": ""רימון יד הלם/סינוור M7290"", ""סעיף חוק"": ""סעיף 144(א) לחוק העונשין, התשל\""ז-1977"", ""עבירה"": ""החזקה ושימוש בנשק ללא רשות"", ""פוטנציאל נזק"": ""הרימון היה בכוחו להזיק לאדם ולגרום פגיעה גופנית בהתאם לקרבה למוקד הפיצוץ"", ""צבע הרימון"": ""שחור עם פס כתוב"", ""קורבן"": ""ד\""ר אמון חסן"", ""שנת לידה של הנאשם"": ""1983"", ""תוצאה"": ""הרימון התפוצץ וגרם לקול נפץ עז שהעיר את המתלונן ושכנו""}"
ME-16-06-44840-433,SH-11-05-24791-315,1,0,0,"{""אופי_המעשה"": ""החזקת רימונים, העברת רימונים בין מקומות מסתור, מסירת רימון גז לאחר, הסבר על שימוש ברימון, השלכת רימון גז לעבר אדם"", ""אופי_הסיוע"": ""הבאת רימונים לזירה, הסבר על שימוש ברימון גז"", ""יעד_העבירה"": ""רן אברג'יל"", ""כמות_נשק"": ""שלושה רימונים (שני רימוני הלם ורימון גז)"", ""מניע_המעשה"": ""סכסוך בין חברו של הנאשם לאחרים"", ""מספר_נאשם"": ""1"", ""מספר_נאשמים_נוספים"": ""0"", ""מקום_העבירה"": ""רחוב האפרסמון, ירושלים"", ""סוג_הנשק"": [""רימוני הלם"", ""רימון גז""], ""סעיפי_חוק"": [""144(ב) לחוק העונשין"", ""144(א) לחוק העונשין"", ""379 + 25 + 31 לחוק העונשין""], ""עבירות"": [""נשיאת נשק"", ""החזקת נשק"", ""סיוע לנסיון תקיפה""], ""קשר_לאחרים"": ""פעלה יחד עם אלירון גולד וחברים נוספים"", ""שנת_לידה_של_הנאשם"": ""1993"", ""תכנון_מוקדם"": ""הצטיידות מראש ברימונים, העברת רימונים בין מקומות מסתור"", ""תקופת_העבירה"": ""3.5.16 עד 7.6.16 (העברת רימונים ביומיים לאחר 5.6.16)""}","{""זהות_הנאשם"": ""אישה"", ""כמות_אביזרים"": ""שתי מחסניות תואמות"", ""מקום_ביצוע"": ""ביתה של הנאשמת בכפר עין-נקובא"", ""סוג_הנשק"": ""אקדח חצי אוטומטי FN"", ""סוג_העבירה"": ""החזקת נשק והחזקת אביזר לנשק"", ""סעיפי_חוק"": [""144(א) רישא לחוק העונשין"", ""144(א) סיפא לחוק העונשין""], ""שעת_ביצוע"": ""21:00"", ""תאריך_ביצוע"": ""19/07/09""}"
ME-16-08-229-604,ME-16-05-19384-544,1,0,0,"{""גיל הנאשם בעת העבירות"": ""קטין (סיים בגרות ביולי 2016)"", ""החזקת נשק ללא רישיון"": ""כן, מספר פעמים"", ""הסתרת נשק"": ""כן, בביתו ובבית בן דודו"", ""העברת נשק לאחר"": ""כן, מסר רובה M16 לאחר לצורך ביצוע ירי"", ""השתתפות בעימותים עם כוחות הביטחון"": ""כן, במספר הזדמנויות"", ""השתתפות עם אחרים"": ""כן, חלק מהעבירות בוצעו בצוותא עם אחרים"", ""יידוי אבנים"": ""כן, לעבר כוחות הביטחון"", ""יידוי בקבוקי תבערה"": ""כן, שלושה בקבוקי תבערה לעבר רכבי כוחות הביטחון"", ""ירי באוויר באזור מגורים"": ""כן, שמונה יריות"", ""מטרת הירי"": ""פיגוע ירי נגד חיילי צה\""ל"", ""מניע"": ""לאומני/פח\""ע (פיגוע ירי, עימותים עם כוחות הביטחון)"", ""מספר אישומים"": ""שלושה"", ""מספר יריות לעבר חיילים"": ""שמונה"", ""מקום ביצוע העבירות"": [""תל אביב"", ""מחנה הפליטים קלנדיה"", ""רמאללה"", ""שער שכם"", ""כפר עקב""], ""מרחק ירי לעבר חיילים"": ""כ-250 מטר"", ""ניסיון הצתה"": ""כן, באמצעות בקבוקי תבערה"", ""סוגי נשק"": [""רובה M16"", ""אקדח 9 מ\""מ"", ""בקבוקי תבערה"", ""אבנים""], ""עבירות"": [""חבלה בכוונה מחמירה"", ""נשיאת נשק"", ""החזקת נשק"", ""גניבת רכב"", ""ייצור נשק"", ""הפרעה לשוטר בנסיבות מחמירות"", ""ניסיון הצתה"", ""ירי בשטח בנוי""], ""קשר משפחתי לסיוע"": ""כן, קיבל אקדח מאביו"", ""שיטת גניבת רכב"": ""הנעת קטנוע באמצעות חיבור חוטים"", ""שימוש ברכב גנוב לביצוע עבירה"": ""כן, הקטנוע שגנב שימש להובלת נשק וביצוע עבירות נוספות"", ""תקופת ביצוע העבירות"": ""ספטמבר 2015 עד יולי 2016""}","{""אופי העבירות"": [""ריבוי עסקאות"", ""שימוש בפועל בנשק"", ""סיכון חיי אדם"", ""מעורבות בפיגוע טרור""], ""הסתרת נשק"": ""החביא נשק בשכונה הסמוכה למקום מגוריו"", ""מיקום עיקרי"": [""קלנדיה"", ""ירושלים""], ""מניע לירי"": ""תגובה להריסת בית של מפגע ולמות מתפרעים"", ""מסירת נשק לאחר"": ""מסר נשק למחמוד זהאדה לשמירה"", ""מספר כלי נשק שנמכרו"": ""לפחות שלושה"", ""מספר עסקאות נשק"": ""לפחות שתיים"", ""מספר קורבנות בפיגוע"": ""לא צוין במפורש"", ""מספר תחמושת שנמכרה"": ""כעשרה כדורים"", ""סוגי נשק"": [""רובה תבור"", ""קרל גוסטב"", ""תחמושת""], ""סוגי עבירות"": [""נשיאת נשק"", ""ניסיון לחבלה חמורה"", ""רכישת נשק"", ""סחר בנשק""], ""סטטוס נאשם"": ""אזרח ישראלי"", ""סעיפי חוק"": [""144(ב)"", ""333 בצירוף 25"", ""144(א)"", ""144(ב2)""], ""פיגוע שבוצע בנשק"": ""פיגוע ירי בתחנת אוטובוס בצומת רמות ובתחנת הרכבת הקלה בירושלים"", ""קשר עם אחרים"": [""מוראד מחיסן"", ""עבד חרוב"", ""מחמוד זהאדה""], ""שימוש בנשק"": ""ירה חמישה כדורים לעבר רכבי כוחות הביטחון"", ""שימוש בנשק שנמכר"": ""הנשק נמכר לחרוב ושימש לפיגוע ירי בירושלים"", ""תמורה בעסקאות"": [""4,000 ש\""ח לכל נשק"", ""3,000 ש\""ח עבור נשק"", ""3,500 ש\""ח עבור נשק""], ""תקופת ביצוע העבירות"": ""2015-2016""}"
ME-16-02-18397-87,ME-20-01-62688-591,1,0,0,"{""אופן גילוי הנשק"": ""בחיפוש בתא שמתחת לכיסא הקטנוע"", ""אופן גילוי התחמושת"": ""בחיפוש על גופו של הנאשם"", ""מיקום האירוע"": ""מעט לפני הכניסה לכפר דבוריה"", ""מיקום הנשק"": ""מתחת למושב קטנוע"", ""מיקום התחמושת"": ""בכיסו של הנאשם"", ""מעורבות משטרתית"": ""בדיקת רישיונות שגרתית, מרדף קצר, חיפוש"", ""מצב הנשק"": ""לא תקין, חסר חלק פנימי המונע ירי"", ""נסיבות גילוי"": ""הנאשם הבחין בשוטרים, ביצע פניית פרסה, נרדף על ידי שוטרים, סירב לפתוח תא אחסון"", ""סוג הנשק"": ""אקדח"", ""סוג הרכב"": ""קטנוע"", ""סוגי עבירות"": [""נשיאת נשק"", ""הובלת נשק"", ""נהיגה ללא רישיון נהיגה"", ""נהיגה ללא ביטוח"", ""נהיגה ללא רישיון רכב""], ""סטטוס ביטוח"": ""ללא ביטוח"", ""סטטוס רישיון נהיגה"": ""ללא רישיון נהיגה"", ""סטטוס רישיון רכב"": ""ללא רישיון רכב תקף"", ""סעיפי אישום"": [""סעיף 144(ב) רישא וסיפא לחוק העונשין"", ""סעיף 10(א) לפקודת התעבורה"", ""סעיף 2(א)(ב) לפקודת ביטוח רכב מנועי"", ""סעיף 2 לפקודת התעבורה""], ""תחמושת"": ""כדורים לרובה""}","{""אופן ביצוע הירי"": ""שליפת אקדח, דריכתו, הצמדת הקנה לירך המתלונן וירי מכוון"", ""אמצעי תחבורה"": ""רכב מסוג הונדה בצבע שחור, ל.ז. 60-201-70"", ""בריחה מהזירה"": ""כן, ברכב יחד עם האחר"", ""האם הנשק היה ברישיון"": ""לא"", ""האם הסם היה לצריכה עצמית"": ""כן"", ""האם נתפס כסף מזומן"": ""כן"", ""זהות הנהג"": ""אחר שזהותו אינה ידועה"", ""טיפול רפואי"": ""פינוי לבית חולים רמב\""ם, אשפוז, ניתוח לשחזור וקיבוע השבר, גיבוס, שחרור לאחר 5 ימים"", ""כוונה פלילית"": ""כוונה לגרום חבלה חמורה, נכות או מום"", ""מועד ותפיסת הנאשם"": ""16.1.20, בשעה 15:50 בתחנת דלק פז בצומת האצטדיון בחיפה"", ""מיקום הפגיעה בגוף"": ""ירך שמאלית של המתלונן"", ""מספר חשודים"": ""2 (הנאשם ואדם נוסף שזהותו אינה ידועה)"", ""מקום האירוע"": ""עסק בו עבד המתלונן"", ""משקל הסם"": ""1.5 גרם נטו"", ""נשק בשימוש"": ""אקדח טעון בכדורים"", ""סוג הסם"": ""קוקאין"", ""סוג העבירה העיקרית"": ""חבלה בכוונה מחמירה"", ""סכום הכסף שנתפס"": ""1,950 ש\""ח"", ""סעיף העבירה העיקרית"": ""סעיף 329(א)(1) לחוק העונשין"", ""סעיפי העבירות הנוספות"": [""סעיף 144(ב) לחוק העונשין"", ""סעיף 7(א)+(ג) סיפא לפקודת הסמים המסוכנים""], ""עבירות נוספות"": [""נשיאת והובלת נשק ללא רישיון"", ""החזקת סם מסוכן לצריכה עצמית""], ""פציעות שנגרמו"": ""שבר פמור שליש פרוקסימלי, ספליט עד 7 ס\""מ מתחת ל-LT, קליע נותר בגוף"", ""שעת האירוע"": ""14:55"", ""תאריך האירוע"": ""16.1.20""}"
sh-10-05-7434-952,ME-15-06-12109-344,1,0,0,"{""האם_החזקה_ברישיון"": ""לא"", ""מספר_כלי_נשק"": ""2"", ""מספר_עבירות"": ""2"", ""מקום_ביצוע"": ""דירה ברחוב אורלנסקי 11, פתח תקווה"", ""סוגי_נשק"": [""אקדח ברטה חצי אוטומטי"", ""אקדח לאמה חצי אוטומטי""], ""סעיפי_חוק"": [""סעיף 144(א) לחוק העונשין, תשל\""ז-1977""], ""עבירות"": [""החזקת נשק""], ""שם_הנאשם"": ""איגור בן סמיון סבובסקי"", ""שנת_לידה"": ""1961"", ""תאריך_ביצוע"": ""14.4.10""}","{""האם_הייתה_רשות_חוקית"": ""לא"", ""מועד_העבירה"": ""מועד שאינו ידוע במדויק"", ""מקום_העבירה"": ""רכב השייך לעמאר זלום"", ""נסיבות_העבירה"": ""הנאשם החביא את האקדח ברכב ונסע עמו לחתונה בכפר עזריה"", ""סוג_הנשק"": ""אקדח חצי אוטומטי"", ""סוג_העבירה"": ""נשיאת או הובלת נשק בלא רשות על פי דין"", ""סעיף_חוק"": ""144(ב) לחוק העונשין, התשל\""ז-1977"", ""שותפים_לאירוע"": ""עמאר זלום, אחיו של הנאשם""}"
ME-16-06-44840-433,SH-09-05-9349-998,1,0,0,"{""אופי_המעשה"": ""החזקת רימונים, העברת רימונים בין מקומות מסתור, מסירת רימון גז לאחר, הסבר על שימוש ברימון, השלכת רימון גז לעבר אדם"", ""אופי_הסיוע"": ""הבאת רימונים לזירה, הסבר על שימוש ברימון גז"", ""יעד_העבירה"": ""רן אברג'יל"", ""כמות_נשק"": ""שלושה רימונים (שני רימוני הלם ורימון גז)"", ""מניע_המעשה"": ""סכסוך בין חברו של הנאשם לאחרים"", ""מספר_נאשם"": ""1"", ""מספר_נאשמים_נוספים"": ""0"", ""מקום_העבירה"": ""רחוב האפרסמון, ירושלים"", ""סוג_הנשק"": [""רימוני הלם"", ""רימון גז""], ""סעיפי_חוק"": [""144(ב) לחוק העונשין"", ""144(א) לחוק העונשין"", ""379 + 25 + 31 לחוק העונשין""], ""עבירות"": [""נשיאת נשק"", ""החזקת נשק"", ""סיוע לנסיון תקיפה""], ""קשר_לאחרים"": ""פעלה יחד עם אלירון גולד וחברים נוספים"", ""שנת_לידה_של_הנאשם"": ""1993"", ""תכנון_מוקדם"": ""הצטיידות מראש ברימונים, העברת רימונים בין מקומות מסתור"", ""תקופת_העבירה"": ""3.5.16 עד 7.6.16 (העברת רימונים ביומיים לאחר 5.6.16)""}","{""התאמת_התחמושת_לנשק"": ""כן"", ""מיקום_הנשק"": ""מקפיא בבית הנאשם"", ""מיקום_התחמושת"": ""בתוך נעל בחדרו של הנאשם"", ""מספר_כדורים"": ""26"", ""מספר_נשק"": ""1066A"", ""מצב_המחסנית"": ""ריקה"", ""מקום_האירוע"": ""ביתו של הנאשם בג'לג'וליה"", ""סוג_הנשק"": ""אקדח מסוג CZ"", ""סוג_התחמושת"": ""כדורי אקדח 9 מ\""מ"", ""סעיף_חוק"": ""סעיף 144(א) לחוק העונשין, התשל\""ז 1977"", ""עבירה"": ""החזקת נשק שלא כדין"", ""שם_הנאשם"": ""מאלק עודה"", ""שנת_לידה"": ""1979"", ""שעת_האירוע"": ""12:00"", ""תאריך_האירוע"": ""12/5/09""}"
ME-16-08-44157-713,ME-15-11-45465-294,3,1,1,"{""אופי הנשק"": [""מאולתר"", ""נשק עם משתיק קול"", ""נשק עם כוונת טלסקופית"", ""מחסנית 100 כדורים""], ""אופי מעורבות הנאשם"": ""העברת נשק לאחר לצורך העברתו לסוכן, יזום הצעות לעסקאות נשק"", ""אמצעי תשלום"": ""מזומן"", ""מיקום עיקרי"": ""בית הנאשם בשכונת הרכבת, לוד"", ""מספר אירועים"": ""ארבעה"", ""מספר שותפים"": ""יותר מאחד"", ""מקום מסירת הנשק"": ""חצר פנימית בבית הנאשם"", ""סוג העבירה"": ""סחר בנשק וקשירת קשר לביצוע פשע"", ""סוגי נשק מעורבים"": [""קרל גוסטב מאולתר"", ""מיני עוזי"", ""אקדח 14"", ""אקדח 7"", ""רובה צלפים קאנס""], ""סוגי עסקאות"": [""עסקת נשק שהושלמה"", ""הצעות לעסקאות נשק שלא הושלמו""], ""סעיפי חוק"": [""סעיף 144(ב2) לחוק העונשין"", ""סעיף 449(א)(1) לחוק העונשין""], ""צדדים נוספים"": [""אברהים אבו עאנם"", ""סוכן משטרתי""], ""קשר עם סוכן משטרתי"": ""ישיר ועקיף (באמצעות אחר)"", ""שווי עסקה שבוצעה"": ""10,500 ש\""ח"", ""שיטת פעולה"": ""פגישות מתואמות, שימוש במתווך, הצעות חוזרות לעסקאות נשק"", ""תקופת ביצוע"": ""מרץ-אפריל 2015""}","{""אופן_הביצוע"": ""הנאשם מסר לסוכן תיק עם תת-מקלע ומחסניות, לאחר מכן מסר תת-מקלע נוסף עטוף בבד"", ""אמצעי_הסוואה"": ""תת-מקלע נוסף עטוף בבד"", ""זהות_הקונה"": ""סוכן משטרתי"", ""כמות_נשק"": ""2"", ""מחסניות"": ""שתי מחסניות מאולתרות לקרל גוסטב ומחסנית צולבת לעוזי"", ""מיקום_העסקה"": ""תחנת אוטובוס סמוכה לאוניברסיטת חיפה, עוספיה"", ""סוג_הנשק"": ""שני תתי-מקלע מסוג קרל גוסטב"", ""סוג_העבירה"": ""סחר בנשק שלא כדין ונשיאת נשק"", ""סכום_העסקה"": ""8,000 ש\""ח"", ""סעיפי_חוק"": ""סעיפים 144(ב2), 144(ג), 144(ב) רישא וסיפא לחוק העונשין"", ""רכב_מעורב"": ""כן, הנאשם הגיע ברכב"", ""שיטת_הפעלה"": ""פגישה מתואמת מראש, מסירה פיזית של הנשק ברכב"", ""תקופת_ביצוע"": ""יוני 2015""}"
ME-15-06-12109-344,ME-12-04-33577-700,1,0,0,"{""האם_הייתה_רשות_חוקית"": ""לא"", ""מועד_העבירה"": ""מועד שאינו ידוע במדויק"", ""מקום_העבירה"": ""רכב השייך לעמאר זלום"", ""נסיבות_העבירה"": ""הנאשם החביא את האקדח ברכב ונסע עמו לחתונה בכפר עזריה"", ""סוג_הנשק"": ""אקדח חצי אוטומטי"", ""סוג_העבירה"": ""נשיאת או הובלת נשק בלא רשות על פי דין"", ""סעיף_חוק"": ""144(ב) לחוק העונשין, התשל\""ז-1977"", ""שותפים_לאירוע"": ""עמאר זלום, אחיו של הנאשם""}","{""אמצעי תקיפה"": ""אקדח"", ""החזקת נשק ללא היתר"": ""כן"", ""התנהגות המתלונן"": ""המתלונן זרק כוס לעבר הנאשם"", ""זמן ביצוע העבירה"": ""13/4/12 בסמוך לשעה 02:00 לפנות בוקר"", ""ירי באזור מגורים"": ""כן"", ""מספר יריות"": ""שלוש"", ""מערכת יחסים בין הצדדים"": ""הנאשם והמתלונן הכירו ונפגשו"", ""מקום ביצוע העבירה"": ""אזור מגורים בבית שאן"", ""נסיבות תחילת האירוע"": ""ויכוח בין הנאשם למתלונן"", ""סוגי עבירות"": [""החזקת נשק"", ""נשיאת נשק"", ""חבלה בכוונה מחמירה"", ""יריות באזור מגורים""], ""סעיפי חוק"": [""144(א) רישא + סיפא"", ""144(ב) רישא + סיפא"", ""329(א)(2)"", ""340(א)""], ""פגיעות שנגרמו"": [""ירייה אחת חלפה בסמוך לראש המתלונן"", ""ירייה שנייה חלפה בסמוך לגב המתלונן"", ""ירייה שלישית שרטה את ברכו הימנית של המתלונן""]}"
ME-17-08-28615-573,ME-16-05-336-804,2,0,1,"{""אופן_החזקה"": ""בתוך תיק"", ""אופן_הסתרה"": ""הכנסת התיק לפח אשפה, לאחר מכן השלכתו למיכל מחזור"", ""אזור_הסתרה_סופי"": ""מיכל מחזור"", ""אזור_מעצר"": ""שיחים בקרבת מקום"", ""אמצעי_בריחה"": ""ריצה, הסתרה בשיחים"", ""לבוש_השוטרים"": ""מדי יס\""מ"", ""מספר_אמצעי_ירי"": 1, ""מספר_כדורים"": 59, ""מספר_מחסניות"": 1, ""מספר_רימונים"": 1, ""מספר_שוטרים_מעורבים"": 5, ""מקום_ביצוע"": ""מתחם תחנת דלק ליד קיבוץ בית העמק"", ""נוכחות_אחרים"": ""הנאשם שהה עם אחרים במתחם"", ""סוג_אמצעי_נוסף"": ""רימון יד מסוג הלם סינוור"", ""סוג_הנשק"": ""תת מקלע מאולתר בקוטר 9 מ\""מ"", ""סוג_העבירה"": ""החזקה ונשיאה של נשק ותחמושת ללא רישיון, הפרעה לשוטר במילוי תפקידו"", ""סוג_תחמושת"": ""מחסנית עם 9 כדורים, קופסה עם 50 כדורים בקוטר 9 מ\""מ"", ""סעיפי_חוק"": [""144(א)"", ""144(ב)"", ""275""], ""שעת_האירוע"": ""19:57 עד 23:04"", ""תגובה_למשטרה"": ""הנאשם נמלט מהשוטרים, לא נענה להוראות עצור, השליך את התיק במהלך המנוסה""}","{""אמצעי_הסתרה"": ""נשיאת הנשק והתחמושת בתוך תיק גב"", ""זמן_העבירה"": ""שעת ערב, 24/04/16"", ""מספר_מחסניות"": ""2 מחסניות ריקות"", ""מעורבות_משטרה"": ""כן, שוטרים רדפו אחרי הרכב ותפסו את התיק עם הנשק והתחמושת"", ""מקום_העבירה"": ""טקס חינה, רחוב סמוך, רכב פרטי"", ""ניסיון_הימלטות"": ""כן, ניסיון להימלט מהמשטרה ברכב"", ""סוג_הנשק"": ""תת מקלע מאולתר מסוג קרל גוסטב"", ""סוג_העבירה"": ""נשיאה והובלת נשק, אביזר נשק ותחמושת"", ""סוג_תחמושת"": ""26 כדורים מסוג 9 מ\""מ"", ""סעיף_חוק"": ""סעיף 144 (ב) רישא וסיפא לחוק העונשין"", ""פעולות_שבוצעו"": ""נשיאת נשק, פריקת נשק, נקירה, הובלת נשק ותחמושת ברכב, השלכת נשק ותחמושת מהחלון"", ""שותפים_לעבירה"": ""רדואן סמארה (נהג הרכב)""}"
ME-16-05-25902-514,SH-17-08-47445-166,1,0,0,"{""אופן_נשיאת_הנשק"": ""על גופו מתחת לבגדיו"", ""כמות_תחמושת"": ""7 כדורים במחסנית"", ""מועד_רכישת_הנשק"": ""פברואר 2016"", ""מטרה_לנשיאת_הנשק"": ""נשיאה לעבודה בשעות בוקר מוקדמות"", ""מספר_סידורי_של_הנשק"": ""682663"", ""מקום_החזקת_הנשק"": ""מקלט ביתו של הנאשם בקלנסוואה"", ""מקור_הנשק"": ""נגנב מביתו של דינו תמאם"", ""נשיאת_הנשק_ביום_מעצר"": ""8.5.16"", ""סוג_הנשק"": ""אקדח ברטה"", ""סוג_העבירה"": ""נשיאת נשק והחזקת נשק"", ""סעיפי_חוק"": [""144(ב) רישא וסיפא לחוק העונשין"", ""144(א) רישא וסיפא לחוק העונשין""], ""שימוש_בנשק"": ""לא צוין שימוש בפועל"", ""שעת_נשיאת_הנשק_ביום_מעצר"": ""06:00"", ""תקופת_החזקה"": ""פברואר 2016 עד 8.5.16""}","{""האם_החזקה_הייתה_בבית"": ""כן"", ""האם_החזקה_הייתה_שלא_כדין"": ""כן"", ""מקום_ביצוע"": ""בביתו של הנאשם, בפזורה סביב הישוב כסיפה"", ""סוג_העבירה"": ""אחזקת נשק שלא כדין"", ""סוגי_נשק"": ""אקדח חצי אוטומטי מסוג FN, חפץ דמוי תת מקלע מאולתר"", ""סעיף_חוק"": ""סעיף 144(א) רישא לחוק העונשין, תשל\""ז – 1977"", ""תאריך_ביצוע"": ""09.08.2018""}"
ME-16-05-336-804,ME-14-12-6904-57,3,1,1,"{""אמצעי_הסתרה"": ""נשיאת הנשק והתחמושת בתוך תיק גב"", ""זמן_העבירה"": ""שעת ערב, 24/04/16"", ""מספר_מחסניות"": ""2 מחסניות ריקות"", ""מעורבות_משטרה"": ""כן, שוטרים רדפו אחרי הרכב ותפסו את התיק עם הנשק והתחמושת"", ""מקום_העבירה"": ""טקס חינה, רחוב סמוך, רכב פרטי"", ""ניסיון_הימלטות"": ""כן, ניסיון להימלט מהמשטרה ברכב"", ""סוג_הנשק"": ""תת מקלע מאולתר מסוג קרל גוסטב"", ""סוג_העבירה"": ""נשיאה והובלת נשק, אביזר נשק ותחמושת"", ""סוג_תחמושת"": ""26 כדורים מסוג 9 מ\""מ"", ""סעיף_חוק"": ""סעיף 144 (ב) רישא וסיפא לחוק העונשין"", ""פעולות_שבוצעו"": ""נשיאת נשק, פריקת נשק, נקירה, הובלת נשק ותחמושת ברכב, השלכת נשק ותחמושת מהחלון"", ""שותפים_לעבירה"": ""רדואן סמארה (נהג הרכב)""}","{""אופן נשיאת הנשק"": ""בתוך תיק גב, עטוף בבגדים"", ""החזקת הנשק בדירה"": ""הנאשמים החזיקו את הנשק בדירה, מוטמן בארון בגדים בחדר השינה"", ""החזקת סם"": ""0.3027 גרם נטו קנאביס לצריכה עצמית"", ""יכולת הנשק"": ""מסוגל לירות ובכוחו להמית"", ""מועד ביצוע העבירה"": ""18.11.2014"", ""מחסנית"": ""מחסנית תואמת לנשק נמצאה בדירה"", ""מספר נאשמים"": ""2"", ""מקום ביצוע העבירה"": ""תל אביב"", ""מקום מגורים בעת ביצוע העבירה"": ""דירת נאשם 2 בתל אביב"", ""סוג הנשק"": ""רובה מאולתר מדגם קרל גוסטב"", ""סעיפי חיקוק"": [""סעיף 144(ב) לחוק העונשין, התשל\""ז-1977"", ""סעיף 7(א) לפקודת הסמים המסוכנים, התשל\""ג-1973""], ""עבירות"": [""נשיאה והובלת נשק"", ""החזקת סם לצריכה עצמית""], ""רכישת הנשק"": ""נרכש כחודש לפני 18.11.2014 בתמורה ל-4,000 ש\""ח"", ""שותפים לעבירה"": ""נאשם 2 - סעיד אבו זנט"", ""שם הנאשם"": ""אוסיד כבהא"", ""תחמושת"": ""כדורי תחמושת תואמים לנשק""}"
