verdict_1,verdict_2,domain,similarity_score
תפ_14553-12-23,תפ_16540-08-21,drugs,7.205607
תפ_35364-01-18,תפ_52390-06-19,weapon,3.3461776
תפ_54607-07-19,תפ_59967-01-13,weapon,4.1678896
תפ_21459-01-16,תפ_39998-08-15,weapon,4.670791
תפ_23872-02-19,תפ_44620-01-22,weapon,3.4930596
תפ_45965-07-16,תפ_50986-12-16,weapon,3.5823467
תפ_18013-01-15,תפ_9111-02-15,weapon,3.6228878
תפ_16161-04-21,תפ_58505-11-19,weapon,0.22414641
תפ_42991-05-16,תפ_55664-02-14,weapon,3.1914778
תפ_16779-09-22,תפ_31935-12-21,weapon,4.4269085
תפ_50986-12-16,תפ_51088-03-21,weapon,6.2086644
תפ_16779-09-22,תפ_42987-06-16,weapon,6.2747455
תפ_17860-01-19,תפ_21813-09-16,weapon,6.4028687
תפ_35397-07-21,תפ_4102-11-20,weapon,3.342955
תפ_57001-11-21,תפ_63355-02-23,weapon,8.656363
תפ_38883-05-22,תפ_52322-10-23,weapon,4.651799
תפ_46315-12-23,תפ_5649-09-21,drugs,4.191544
תפ_15387-01-21,תפ_61106-05-20,weapon,5.392874
תפ_5275-07-21,תפ_61106-05-20,weapon,2.7078488
תפ_28991-04-22,תפ_52964-03-22,weapon,8.259986
תפ_40063-03-18,תפ_60842-12-14,drugs,0.43871325
תפ_46315-12-23,תפ_49293-04-21,drugs,1.2350641
תפ_18203-04-19,תפ_7027-07-19,drugs,7.1064196
תפ_19908-10-21,תפ_54337-05-21,weapon,3.7945507
תפ_1178-06-21,תפ_46916-07-22,weapon,5.9722285
תפ_49875-05-23,תפ_49932-08-21,drugs,6.2050962
תפ_2144-04-21,תפ_54202-01-23,weapon,2.337705
תפ_15710-09-21,תפ_31935-12-21,weapon,2.0025406
תפ_1057-05-15,תפ_66982-09-16,drugs,8.379997
תפ_54732-03-18,תפ_7166-09-15,weapon,12.697929
תפ_30015-07-16,תפ_7626-04-20,weapon,1.1305822
תפ_45597-11-14,תפ_46930-03-22,weapon,6.6466246
תפ_1118-10-18,תפ_2058-09-17,weapon,4.444431
תפ_19821-02-17,תפ_7074-11-23,weapon,3.5295537
תפ_12834-03-18,תפ_16097-08-21,drugs,9.083178
תפ_16097-08-21,תפ_2211-11-19,drugs,12.96664
תפ_30015-07-16,תפ_59804-01-17,weapon,4.609866
תפ_46638-05-22,תפ_67356-12-21,weapon,2.3973877
תפ_23075-10-23,תפ_66893-12-21,weapon,6.0450273
תפ_1580-11-23,תפ_35397-07-21,weapon,5.690025
תפ_12615-11-21,תפ_13471-01-22,weapon,6.210911
תפ_33009-05-16,תפ_41754-05-22,weapon,4.172918
תפ_13373-10-23,תפ_20538-11-17,drugs,4.9888673
תפ_14615-05-21,תפ_34668-04-22,drugs,14.945665
תפ_1631-01-22,תפ_50986-12-16,weapon,2.336185
תפ_26565-12-20,תפח_17033-01-22,weapon,4.2152596
תפ_18689-01-17,תפ_51828-02-14,weapon,2.4891849
תפ_18957-11-20,תפ_23537-02-14,weapon,3.3068318
תפ_11843-03-20,תפ_17860-01-19,weapon,7.6098704
תפ_32227-11-20,תפח_24510-09-15,weapon,3.5115955
תפ_17023-12-18,תפ_49401-08-15,drugs,14.099492
תפ_24215-06-13,תפ_48057-03-21,weapon,3.1294713
תפ_30350-12-20,תפ_57283-05-21,weapon,2.8705637
תפ_18957-11-20,תפח_34398-05-11,weapon,2.727814
תפ_28100-07-20,תפ_395-05-17,weapon,4.326676
תפ_13270-02-20,תפ_26549-09-21,weapon,2.2021844
תפ_31218-10-14,תפ_44862-06-20,weapon,8.467185
תפ_10182-01-24,תפ_35431-03-21,weapon,7.637759
תפ_14553-12-23,תפ_33666-05-15,drugs,0.0
תפ_42697-05-18,תפ_6153-02-21,weapon,6.7162642
תפ_69980-11-20,תפ_7626-04-20,weapon,0.3683534
תפ_23253-12-15,תפ_6153-02-21,weapon,5.973416
תפ_15744-02-20,תפ_8254-02-20,weapon,5.2148156
תפ_25639-03-21,תפח_24510-09-15,weapon,3.8156428
תפ_1294-04-22,תפ_39808-05-23,weapon,7.679783
תפ_61820-08-21,תפח_17865-11-21,weapon,0.41046545
תפ_23749-12-19,תפ_74740-06-20,weapon,3.661211
תפ_18397-02-16,תפ_53496-03-18,weapon,2.6713948
תפ_1641-04-19,תפ_4248-06-16,weapon,5.4086013
תפ_40892-01-24,תפ_6659-02-21,drugs,4.5113945
תפ_38883-05-22,תפ_51663-11-23,weapon,5.0531697
תפ_38687-04-20,תפ_50986-12-16,weapon,1.8611377
תפ_11739-03-21,תפ_26792-04-16,drugs,4.483721
תפ_23513-03-14,תפח_17865-11-21,weapon,0.51030654
תפ_17766-12-20,תפ_41967-08-17,weapon,4.218375
תפ_31419-11-20,תפ_4488-05-22,drugs,5.8700886
תפ_1136-11-21,תפ_45456-12-21,weapon,0.99353445
תפ_18846-06-20,תפ_47757-02-18,drugs,1.466098
תפ_20733-12-22,תפ_4459-03-24,weapon,2.7399366
תפ_1219-06-23,תפ_26552-06-23,weapon,5.3755116
תפ_1641-04-19,תפ_59804-01-17,weapon,5.2350216
תפ_20451-09-20,תפ_52322-10-23,weapon,4.806845
תפ_13281-07-13,תפ_40932-03-18,weapon,3.0880814
תפ_3531-12-13,תפ_4102-11-20,weapon,4.2045693
תפ_3910-02-23,תפ_41832-08-24,weapon,4.578396
תפ_61452-02-16,תפ_63155-05-23,weapon,8.492496
תפ_35473-12-21,תפ_64581-08-23,weapon,4.3236094
תפ_40118-06-21,תפ_7774-03-23,weapon,2.3212392
תפ_13281-07-13,תפ_19821-02-17,weapon,2.1429222
תפ_19384-05-16,תפ_31216-01-22,weapon,7.767237
תפ_17707-04-14,תפ_40898-11-19,weapon,4.0048327
תפ_3295-04-18,תפ_44862-06-20,weapon,5.6607194
תפ_47987-12-22,תפ_51886-02-24,drugs,9.082422
תפ_30015-07-16,תפ_56762-03-21,weapon,2.1996143
תפ_26552-06-23,תפ_43597-08-21,weapon,12.747565
תפ_22588-03-22,תפ_58027-12-21,weapon,7.709937
תפ_12743-08-22,תפ_63355-02-23,weapon,5.0997334
תפ_34027-04-18,תפ_60765-03-22,weapon,11.131021
תפ_50986-12-16,תפ_54432-02-17,weapon,3.1414022
תפ_4102-11-20,תפ_74742-06-20,weapon,0.3673184
תפ_17766-12-20,תפ_26702-01-23,weapon,4.560903
תפ_40999-01-21,תפח_54962-08-15,weapon,2.0603883
תפ_13270-02-20,תפ_40536-10-20,weapon,6.6063447
תפ_23282-05-17,תפ_32174-07-20,drugs,3.2901921
תפ_20770-11-22,תפ_950-09-17,weapon,5.3868814
תפ_70062-03-23,תפ_7196-03-21,weapon,10.809214
תפ_1106-03-18,תפ_9785-12-15,weapon,10.152007
תפ_52091-02-20,תפ_7108-02-16,weapon,4.790331
תפ_19821-02-17,תפ_66542-05-20,weapon,2.829516
תפ_28615-08-17,תפ_4102-11-20,weapon,5.997443
תפ_44422-01-17,תפ_45012-03-20,drugs,9.658817
תפ_46930-03-22,תפ_9355-10-19,weapon,4.261161
תפ_41052-11-19,תפ_45971-11-13,weapon,4.8120093
תפ_19908-10-21,תפ_41276-06-17,weapon,3.4429612
תפ_59970-03-19,תפ_71830-10-21,drugs,6.7367053
תפ_3451-02-14,תפ_58511-01-20,weapon,5.7272243
תפ_29898-02-14,תפ_54607-07-19,weapon,4.505659
תפ_15423-12-19,תפ_52223-10-23,weapon,4.4396143
תפ_32907-12-20,תפ_6904-12-14,weapon,4.46063
תפ_68389-07-20,תפ_7053-03-21,weapon,5.524505
תפ_28107-06-20,תפ_35074-05-17,drugs,2.2303982
תפ_1108-05-15,תפ_30617-02-22,weapon,3.4358032
תפ_23537-02-14,תפ_43597-08-21,weapon,3.4439614
תפ_4460-04-18,תפ_69281-11-20,drugs,25.37932
תפ_31419-11-20,תפ_43394-11-19,drugs,27.942717
תפ_3772-01-16,תפ_66319-05-20,weapon,4.3315344
תפ_45965-07-16,תפ_54432-02-17,weapon,2.585561
תפ_24420-01-20,תפ_39808-05-23,weapon,3.141101
תפ_43084-09-20,תפ_59971-01-17,drugs,3.9717834
תפ_40922-11-15,תפ_42697-05-18,weapon,4.549027
תפ_13236-03-18,תפ_2599-09-17,drugs,7.1160226
תפ_19610-08-21,תפ_46379-02-21,weapon,5.343494
תפ_12325-09-15,תפ_64303-01-22,weapon,8.816818
תפ_50148-01-14,תפ_9179-04-16,weapon,3.1431193
תפ_40011-04-14,תפ_70111-03-23,weapon,4.071911
תפ_15392-04-17,תפ_32174-07-20,drugs,3.1811337
תפ_29529-07-20,תפ_68529-11-21,weapon,7.077576
תפ_12406-11-15,תפ_45465-11-15,weapon,1.8913933
תפ_1847-05-14,תפ_1956-04-21,weapon,2.6416044
תפ_16779-09-22,תפ_40983-10-20,weapon,3.8274124
תפ_12540-12-18,תפ_20307-05-20,weapon,7.2273993
תפ_24896-04-20,תפ_35007-04-13,weapon,3.4312663
תפ_18957-11-20,תפ_31218-10-14,weapon,3.2971873
תפח_24510-09-15,תפח_34398-05-11,weapon,2.832615
תפ_16209-03-13,תפ_8123-04-14,drugs,10.879125
תפ_31811-03-21,תפ_53539-11-17,weapon,3.1117857
תפ_26702-01-23,תפ_8333-11-20,weapon,8.3849945
תפ_57267-09-20,תפ_57526-07-21,weapon,8.853391
תפ_13142-02-15,תפ_20733-12-22,weapon,2.6875072
תפ_17474-08-14,תפ_17919-01-15,weapon,6.1291327
תפ_25546-11-23,תפ_58027-12-21,weapon,4.513824
תפ_16420-10-16,תפ_28332-02-21,weapon,4.1013203
תפ_30191-05-15,תפ_66319-05-20,weapon,3.397658
תפ_32339-12-19,תפ_46379-02-21,weapon,7.9479504
תפ_1136-11-21,תפ_17137-11-21,weapon,1.2435079
תפ_11789-12-16,תפ_3686-01-16,weapon,0.1628035
תפ_16760-09-22,תפ_16996-08-12,weapon,2.5798678
תפ_18957-11-20,תפ_27929-03-19,weapon,1.1165398
תפ_14044-03-20,תפ_7626-04-20,weapon,1.1409405
תפ_10650-11-21,תפ_19908-10-21,weapon,0.6012479
עפ_6029-03,תפ_47757-02-18,drugs,6.010346
תפ_36982-03-18,תפ_39183-11-13,weapon,3.1372292
תפ_16651-01-24,תפ_61820-08-21,weapon,6.106581
תפ_13270-02-20,תפ_23749-12-19,weapon,1.778892
תפ_48983-06-18,תפ_50860-02-20,drugs,4.8396883
תפ_41762-12-20,תפ_45713-07-17,weapon,1.8042814
תפ_70166-03-23,תפח_39094-05-12,weapon,4.6268787
תפ_52165-12-17,תפ_6749-09-22,drugs,4.4637733
תפ_33928-09-12,תפ_68389-07-20,weapon,2.2876632
תפ_4734-12-22,תפ_66893-12-21,weapon,4.724172
תפ_17941-11-18,תפ_51506-01-22,weapon,4.331497
תפ_24044-06-22,תפ_40082-02-22,weapon,2.4128296
תפ_63953-01-24,תפ_69777-03-23,weapon,0.4009414
תפ_17766-12-20,תפ_47284-06-18,weapon,2.7374625
תפ_61118-07-23,תפ_64119-05-21,weapon,20.326563
תפ_43338-05-16,תפ_55664-02-14,weapon,3.6806397
תפ_23749-12-19,תפ_43597-08-21,weapon,5.9148784
תפ_13939-07-18,תפ_62134-03-19,drugs,10.814661
תפ_63305-08-22,תפ_7942-05-18,weapon,11.960671
תפ_2599-09-17,תפ_3256-16,drugs,0.1263523
תפ_1294-04-22,תפ_15710-09-21,weapon,2.6777945
תפ_30003-03-22,תפח_52360-06-20,weapon,2.956816
תפ_34027-04-18,תפ_50330-07-18,weapon,11.737855
תפ_21594-06-16,תפח_17033-01-22,weapon,5.462585
תפ_10875-12-21,תפ_1139-06-23,weapon,9.846345
תפ_15842-11-20,תפ_45095-04-16,weapon,5.2159657
תפ_2144-04-21,תפ_32907-12-20,weapon,3.9794185
תפ_30617-02-22,תפ_32775-09-23,weapon,6.834429
תפ_12615-11-21,תפ_22417-12-21,weapon,11.300454
תפ_60820-07-14,תפ_6514-03-23,weapon,2.0639956
תפ_12743-08-22,תפ_52000-02-15,weapon,1.7057897
תפ_10171-06-22,תפ_54132-03-21,weapon,2.0122678
תפ_30015-07-16,תפח_52360-06-20,weapon,4.3565993
תפ_11739-03-21,תפ_28615-01-22,drugs,0.7121657
תפ_32659-05-18,תפ_51306-12-18,weapon,5.032416
תפ_29898-02-14,תפ_51228-09-11,weapon,3.650487
תפ_35473-12-21,תפ_46250-11-21,weapon,3.8795722
תפ_30538-02-19,תפ_3256-16,drugs,17.674854
תפ_52322-10-23,תפ_68096-11-21,weapon,2.6478987
תפ_23253-12-15,תפח_53698-03-17,weapon,6.179066
תפ_19821-02-17,תפ_51088-03-21,weapon,3.7123663
תפ_3002-09-20,תפ_50071-08-16,weapon,12.118526
תפ_28845-04-22,תפ_60581-11-15,weapon,2.1865723
תפ_1589-02-16,תפ_66310-07-17,weapon,3.846175
תפ_16020-10-22,תפ_37104-06-22,weapon,4.4803815
תפ_35397-07-21,תפ_4795-12-17,weapon,1.0015483
תפ_18957-11-20,תפ_33337-07-23,weapon,3.9147835
תפ_39568-06-21,תפ_65884-10-13,drugs,1.439972
תפ_29772-11-13,תפ_39500-07-20,weapon,13.64533
תפ_13502-02-12,תפ_25852-11-10,weapon,26.939203
תפ_11843-03-20,תפ_59464-09-23,weapon,4.60888
תפ_27103-01-18,תפ_66306-03-19,drugs,0.5200402
תפ_18320-05-19,תפ_32041-03-21,drugs,8.651803
תפ_10316-06-13,תפ_1197-11-21,drugs,4.7523127
תפ_23142-09-14,תפ_66982-09-16,drugs,5.668349
תפ_35397-07-21,תפ_63953-01-24,weapon,1.4948741
תפ_58027-12-21,תפ_7109-02-21,weapon,1.9280446
תפ_50487-06-22,תפ_59967-01-13,weapon,4.037371
תפ_6431-05-13,תפח_17033-01-22,weapon,3.9675317
תפ_45480-02-19,תפ_6970-05-22,drugs,11.571692
תפ_10182-01-24,תפ_39808-05-23,weapon,4.479745
תפ_51199-04-23,תפ_52000-02-15,weapon,2.036652
תפ_42991-05-16,תפ_57267-09-20,weapon,5.5322146
תפ_10180-01-24,תפ_48978-07-21,weapon,7.2718663
תפ_17057-08-20,תפ_17701-07-21,weapon,5.822485
תפ_11789-12-16,תפ_63305-08-22,weapon,0.3557774
תפ_3384-12-23,תפ_42991-05-16,weapon,6.7798715
תפ_36982-03-18,תפ_6832-11-23,weapon,4.0262046
תפ_19908-10-21,תפ_43338-05-16,weapon,2.6613536
תפ_21991-04-20,תפ_58723-03-16,drugs,15.988292
תפ_22588-03-22,תפ_6852-03-21,weapon,9.160161
תפ_17856-11-21,תפ_51663-11-23,weapon,5.9373727
תפ_28787-04-22,תפ_58027-12-21,weapon,4.2463865
תפ_21971-07-18,תפ_54460-03-21,weapon,6.344133
תפ_17655-10-22,תפ_44157-08-16,weapon,2.6253955
תפ_12376-04-20,תפ_19759-07-21,weapon,3.8681812
תפ_12376-04-20,תפ_2144-04-21,weapon,3.7208278
תפ_20451-09-20,תפ_51199-04-23,weapon,2.3381178
תפ_24551-06-22,תפ_31746-10-22,drugs,7.2318277
תפ_1580-11-23,תפ_8333-11-20,weapon,7.9384403
תפ_20477-02-20,תפ_9785-12-15,weapon,3.0862136
תפ_45561-04-17,תפ_50556-08-17,weapon,2.9019158
תפ_30678-02-22,תפ_62794-11-21,drugs,0.0
תפ_33040-09-24,תפ_44129-09-19,drugs,11.117233
תפ_48071-01-23,תפ_59009-05-21,drugs,12.180082
תפ_27992-01-24,תפ_8203-05-23,drugs,0.1843933
תפ_14375-02-23,תפ_34669-01-23,weapon,4.9415574
תפ_37386-11-13,תפ_61158-05-20,weapon,3.3549824
תפ_20538-11-17,תפ_65884-10-13,drugs,10.553762
תפ_53496-03-18,תפ_61299-12-19,weapon,1.7190725
תפ_26552-06-23,תפ_50716-11-19,weapon,4.3576508
תפ_13154-01-18,תפ_5013-12,weapon,3.1245663
תפ_20770-11-22,תפ_5085-07-17,weapon,11.448427
תפ_51663-11-23,תפ_68096-11-21,weapon,2.342024
תפ_10896-06-20,תפ_38368-09-21,weapon,4.796105
תפ_19821-02-17,תפ_33928-09-12,weapon,1.5985271
תפ_35512-06-17,תפ_44725-12-14,weapon,0.0
תפ_52077-12-20,תפ_63155-05-23,weapon,5.328442
תפ_10875-12-21,תפ_41967-08-17,weapon,1.540762
תפ_19908-10-21,תפ_7626-04-20,weapon,0.68915594
תפ_38883-05-22,תפח_15217-03-19,weapon,4.873853
תפ_16760-09-22,תפ_28615-08-17,weapon,3.449385
תפ_23749-12-19,תפ_44157-08-16,weapon,3.387182
תפ_16760-09-22,תפ_9111-02-15,weapon,4.019265
תפ_46379-02-21,תפ_50986-12-16,weapon,1.9702339
תפ_25639-03-21,תפח_15217-03-19,weapon,4.5192337
תפ_41754-05-22,תפ_6985-07-22,weapon,6.6687937
תפ_17919-01-15,תפ_27929-03-19,weapon,3.9313028
תפ_26792-04-16,תפ_37495-01-20,drugs,10.831919
תפ_41694-03-20,תפ_46737-07-22,weapon,3.3120604
תפ_54432-02-17,תפ_6832-11-23,weapon,2.66017
תפ_23872-02-19,תפ_42697-05-18,weapon,3.4361799
תפ_25631-03-22,תפ_51663-11-23,weapon,5.341605
תפ_26709-06-14,תפ_64711-01-19,drugs,6.872741
תפ_26552-06-23,תפ_34669-01-23,weapon,4.300211
תפ_32227-11-20,תפ_41754-05-22,weapon,5.7874637
תפ_28615-01-22,תפ_34108-01-23,drugs,0.9662662
תפ_57912-07-14,תפ_6659-02-21,drugs,2.073097
תפ_40256-11-14,תפ_41967-08-17,weapon,3.0089064
תפ_35227-05-17,תפ_36091-07-15,weapon,2.935377
תפ_42991-05-16,תפ_52390-06-19,weapon,4.623746
תפ_17260-12-23,תפ_61106-05-20,weapon,4.682138
תפ_3256-16,תפ_37551-01-16,drugs,0.5620368
תפ_63953-01-24,תפח_24510-09-15,weapon,0.0
תפ_37175-07-20,תפ_4411-07-19,weapon,8.206296
תפ_22588-03-22,תפ_6985-07-22,weapon,5.859432
תפ_21355-08-18,תפ_32174-07-20,drugs,5.1889896
תפ_35364-01-18,תפ_56900-11-18,weapon,0.60843897
תפ_39424-11-22,תפ_5775-02-18,drugs,4.7072935
תפ_22297-11-20,תפ_371-10-15,weapon,3.7802742
תפ_43643-10-15,תפ_63953-01-24,weapon,0.31134117
תפ_23992-11-21,תפ_4612-07-22,weapon,6.149691
תפ_24044-06-22,תפ_31498-01-16,weapon,2.4340217
תפ_30003-03-22,תפ_35843-03-22,weapon,5.9237204
תפ_18484-07-23,תפ_73275-01-23,weapon,2.8191383
תפ_6047-11-19,תפ_67473-10-21,drugs,11.29078
תפ_12411-02-21,תפ_41754-05-22,weapon,7.1143003
תפ_1127-05-20,תפ_45055-01-22,drugs,2.65363
תפ_27330-02-19,תפ_66893-12-21,weapon,3.2732797
תפ_32775-09-23,תפ_44620-01-22,weapon,6.8560224
תפ_52205-06-22,תפ_53517-08-15,drugs,5.8172655
תפ_19908-10-21,תפ_34242-02-16,weapon,4.524615
תפ_2599-09-17,תפ_46896-11-15,drugs,6.2394037
תפ_45713-07-17,תפח_54962-08-15,weapon,1.5585338
תפ_45432-11-15,תפ_4795-12-17,weapon,1.2400315
תפ_16097-08-21,תפ_21471-09-22,drugs,12.946297
תפ_20477-02-20,תפ_30575-03-20,weapon,4.05262
תפ_35512-06-17,תפ_54272-09-14,weapon,0.0
תפ_189-01-16,תפ_66542-05-20,weapon,9.367546
תפ_52479-01-18,תפח_34802-06-19,weapon,2.3348763
תפ_33024-01-18,תפ_8900-11-22,drugs,0.15622894
תפ_20770-11-22,תפ_36091-07-15,weapon,4.6769047
תפ_35299-09-23,תפ_59329-02-18,drugs,4.864736
תפ_13-02-14,תפ_23749-12-19,weapon,6.471888
תפ_43338-05-16,תפ_6904-12-14,weapon,4.661903
תפ_27277-01-15,תפ_61452-12-22,weapon,2.8834152
תפ_33916-02-22,תפ_54845-01-19,drugs,4.090282
תפ_48176-01-22,תפ_52789-09-22,weapon,10.601746
תפ_38014-02-22,תפ_46786-01-23,drugs,4.2045984
תפ_16690-05-19,תפ_46039-04-17,drugs,9.786161
תפ_15744-02-20,תפ_4795-12-17,weapon,0.67011094
תפ_51886-02-24,תפ_72132-02-19,drugs,2.898679
תפ_24044-06-22,תפ_6968-01-24,weapon,8.340506
תפ_15710-09-21,תפ_28796-07-22,weapon,4.4537635
תפ_18912-06-23,תפ_44169-08-22,weapon,4.9957657
תפ_12158-04-23,תפח_52360-06-20,weapon,5.9425573
תפ_40650-03-22,תפ_59888-08-22,drugs,4.914896
תפ_17677-04-17,תפ_27735-02-21,drugs,11.190438
תפ_19384-05-16,תפ_60765-03-22,weapon,6.151018
תפ_17655-10-22,תפ_2144-04-21,weapon,2.406284
תפ_18210-05-23,תפ_808-06-16,weapon,3.7473397
תפ_21813-09-16,תפ_51523-10-17,weapon,17.729973
תפ_16420-10-16,תפ_51506-01-22,weapon,3.5757415
תפ_25624-03-22,תפ_30003-03-22,weapon,3.4918828
תפ_34737-09-21,תפ_6904-12-14,weapon,5.0914183
תפ_21991-04-20,תפ_38574-12-18,drugs,0.52596503
תפ_26552-06-23,תפ_46930-03-22,weapon,8.448061
תפ_4734-12-22,תפ_70062-03-23,weapon,4.1528773
תפ_37083-11-14,תפ_57965-03-15,weapon,8.309447
תפ_2077-10-23,תפ_28845-04-22,weapon,4.0987873
תפ_12834-03-18,תפ_37495-01-20,drugs,5.17382
תפ_47284-06-18,תפ_52091-02-20,weapon,3.2655752
תפ_50556-08-17,תפ_9179-04-16,weapon,2.276527
תפ_23408-05-15,תפ_59329-02-18,drugs,5.297804
תפ_30433-06-22,תפ_50556-08-17,weapon,5.386063
תפ_61452-12-22,תפ_9785-12-15,weapon,2.3939698
תפ_14802-02-23,תפ_24044-06-22,weapon,4.360958
תפ_37722-09-23,תפ_66430-05-20,weapon,5.276494
תפ_11220-12-18,תפ_54036-06-19,drugs,12.611508
תפ_16129-03-22,תפ_7467-12-20,weapon,2.5290139
תפ_29772-11-13,תפ_51523-10-17,weapon,5.5491886
תפ_1847-05-14,תפח_866-07-14,weapon,1.9233034
תפ_18846-06-20,תפ_47474-01-14,drugs,13.174989
תפ_3256-16,תפ_6659-02-21,drugs,1.8547151
תפ_54432-02-17,תפ_57267-09-20,weapon,2.564733
תפ_50474-09-22,תפ_58774-07-22,weapon,3.4090142
תפ_36422-07-13,תפ_40063-03-18,drugs,8.912868
