verdict_1,verdict_2,domain,similarity_score
תפ_57001-11-21,תפח_53698-03-17,weapon,6.3392315
תפ_3728-01-15,תפ_40450-09-15,weapon,6.792361
תפ_33420-12-20,תפ_37386-11-13,weapon,2.4559586
תפ_1219-06-23,תפח_4986-04-11,weapon,3.111644
תפ_31736-06-21,תפ_66114-01-23,drugs,21.004093
תפ_33898-01-22,תפ_59274-02-22,drugs,25.268936
תפ_28100-07-20,תפ_44840-06-16,weapon,10.628006
תפ_11843-03-20,תפ_23648-12-19,weapon,6.258209
תפ_41694-03-20,תפ_61158-05-20,weapon,3.7246044
תפ_44620-01-22,תפ_53496-03-18,weapon,1.2329175
תפ_29947-07-23,תפ_7617-07-23,weapon,3.6834824
תפ_46896-11-15,תפ_49875-05-23,drugs,1.5838202
תפ_35202-10-15,תפ_49244-01-22,drugs,4.481193
תפ_35512-06-17,תפ_522-05-17,weapon,0.0
תפ_26549-09-21,תפ_32775-09-23,weapon,6.670779
תפ_7626-04-20,תפח_39094-05-12,weapon,0.96326584
תפ_10896-06-20,תפ_26478-04-22,weapon,4.784677
תפ_18013-01-15,תפח_30145-08-13,weapon,4.9255247
תפ_10316-06-13,תפ_49932-08-21,drugs,6.072251
תפ_38687-04-20,תפ_983-05-15,weapon,6.0497932
תפ_24239-05-17,תפ_50970-11-21,drugs,4.512833
תפ_52569-05-16,תפ_7696-05-20,drugs,0.2534761
תפ_13153-08-15,תפ_41276-06-17,weapon,10.107848
תפ_46108-06-20,תפ_57914-10-13,weapon,2.3440044
תפ_27929-03-19,תפ_41775-01-11,weapon,0.9480057
תפ_35074-05-17,תפ_40063-03-18,drugs,8.741672
תפ_12743-08-22,תפ_27277-01-15,weapon,3.8822467
תפ_13785-04-15,תפ_1580-11-23,weapon,5.039952
תפ_30003-03-22,תפ_6968-01-24,weapon,4.504116
תפ_19384-05-16,תפ_39998-08-15,weapon,7.5837502
תפ_18557-10-21,תפ_39808-05-23,weapon,5.5705376
תפ_10180-01-24,תפ_61452-12-22,weapon,4.648544
תפ_59260-03-16,תפח_56363-07-20,weapon,4.0278883
תפ_14553-12-23,תפ_16540-08-21,drugs,6.5163965
תפ_35364-01-18,תפ_52390-06-19,weapon,3.1426961
תפ_54607-07-19,תפ_59967-01-13,weapon,3.854932
תפ_21459-01-16,תפ_39998-08-15,weapon,4.4395466
תפ_23872-02-19,תפ_44620-01-22,weapon,3.2786121
תפ_45965-07-16,תפ_50986-12-16,weapon,3.322235
תפ_18013-01-15,תפ_9111-02-15,weapon,3.354464
תפ_16161-04-21,תפ_58505-11-19,weapon,0.21248214
תפ_42991-05-16,תפ_55664-02-14,weapon,3.101089
תפ_16779-09-22,תפ_31935-12-21,weapon,4.140599
תפ_50986-12-16,תפ_51088-03-21,weapon,5.6140985
תפ_16779-09-22,תפ_42987-06-16,weapon,6.1543846
תפ_17860-01-19,תפ_21813-09-16,weapon,6.117613
תפ_35397-07-21,תפ_4102-11-20,weapon,3.1360197
תפ_57001-11-21,תפ_63355-02-23,weapon,8.458584
תפ_38883-05-22,תפ_52322-10-23,weapon,4.3956175
תפ_46315-12-23,תפ_5649-09-21,drugs,3.870104
תפ_15387-01-21,תפ_61106-05-20,weapon,5.082516
תפ_5275-07-21,תפ_61106-05-20,weapon,2.5804226
תפ_28991-04-22,תפ_52964-03-22,weapon,8.038246
תפ_40063-03-18,תפ_60842-12-14,drugs,0.38759893
תפ_46315-12-23,תפ_49293-04-21,drugs,1.1095923
תפ_18203-04-19,תפ_7027-07-19,drugs,6.156538
תפ_19908-10-21,תפ_54337-05-21,weapon,3.452496
תפ_1178-06-21,תפ_46916-07-22,weapon,5.872604
תפ_49875-05-23,תפ_49932-08-21,drugs,5.502834
תפ_2144-04-21,תפ_54202-01-23,weapon,2.2509563
תפ_15710-09-21,תפ_31935-12-21,weapon,1.9404885
תפ_1057-05-15,תפ_66982-09-16,drugs,7.802076
תפ_54732-03-18,תפ_7166-09-15,weapon,11.932892
תפ_30015-07-16,תפ_7626-04-20,weapon,1.0249708
תפ_45597-11-14,תפ_46930-03-22,weapon,6.352629
תפ_1118-10-18,תפ_2058-09-17,weapon,4.1860285
תפ_19821-02-17,תפ_7074-11-23,weapon,3.131952
תפ_12834-03-18,תפ_16097-08-21,drugs,8.391573
תפ_16097-08-21,תפ_2211-11-19,drugs,11.972684
תפ_30015-07-16,תפ_59804-01-17,weapon,4.4019423
תפ_46638-05-22,תפ_67356-12-21,weapon,2.1430354
תפ_23075-10-23,תפ_66893-12-21,weapon,5.9094734
תפ_1580-11-23,תפ_35397-07-21,weapon,5.4838686
תפ_12615-11-21,תפ_13471-01-22,weapon,5.819875
תפ_33009-05-16,תפ_41754-05-22,weapon,3.824032
תפ_13373-10-23,תפ_20538-11-17,drugs,4.3666825
תפ_14615-05-21,תפ_34668-04-22,drugs,14.1191635
תפ_1631-01-22,תפ_50986-12-16,weapon,2.258652
תפ_26565-12-20,תפח_17033-01-22,weapon,4.068059
תפ_18689-01-17,תפ_51828-02-14,weapon,2.3451307
תפ_18957-11-20,תפ_23537-02-14,weapon,3.0929136
תפ_11843-03-20,תפ_17860-01-19,weapon,7.420421
תפ_32227-11-20,תפח_24510-09-15,weapon,3.3714378
תפ_17023-12-18,תפ_49401-08-15,drugs,13.035732
תפ_24215-06-13,תפ_48057-03-21,weapon,2.8228796
תפ_30350-12-20,תפ_57283-05-21,weapon,2.8467553
תפ_18957-11-20,תפח_34398-05-11,weapon,2.4704008
תפ_28100-07-20,תפ_395-05-17,weapon,4.053602
תפ_13270-02-20,תפ_26549-09-21,weapon,2.028273
תפ_31218-10-14,תפ_44862-06-20,weapon,7.374105
תפ_10182-01-24,תפ_35431-03-21,weapon,7.322906
תפ_14553-12-23,תפ_33666-05-15,drugs,0.0
תפ_42697-05-18,תפ_6153-02-21,weapon,6.441872
תפ_69980-11-20,תפ_7626-04-20,weapon,0.36417943
תפ_23253-12-15,תפ_6153-02-21,weapon,5.5871234
תפ_15744-02-20,תפ_8254-02-20,weapon,4.9070334
תפ_25639-03-21,תפח_24510-09-15,weapon,3.5759234
תפ_1294-04-22,תפ_39808-05-23,weapon,7.027505
תפ_61820-08-21,תפח_17865-11-21,weapon,0.3691351
תפ_23749-12-19,תפ_74740-06-20,weapon,3.5026193
תפ_18397-02-16,תפ_53496-03-18,weapon,2.601311
תפ_1641-04-19,תפ_4248-06-16,weapon,5.229347
תפ_40892-01-24,תפ_6659-02-21,drugs,4.1133885
תפ_38883-05-22,תפ_51663-11-23,weapon,4.958789
תפ_38687-04-20,תפ_50986-12-16,weapon,1.7396094
תפ_11739-03-21,תפ_26792-04-16,drugs,4.0861254
תפ_23513-03-14,תפח_17865-11-21,weapon,0.45648956
תפ_17766-12-20,תפ_41967-08-17,weapon,3.827718
תפ_31419-11-20,תפ_4488-05-22,drugs,5.177112
תפ_1136-11-21,תפ_45456-12-21,weapon,0.9014249
תפ_18846-06-20,תפ_47757-02-18,drugs,1.3762099
תפ_20733-12-22,תפ_4459-03-24,weapon,2.561941
תפ_1219-06-23,תפ_26552-06-23,weapon,4.919898
תפ_1641-04-19,תפ_59804-01-17,weapon,4.965761
תפ_20451-09-20,תפ_52322-10-23,weapon,4.5269785
תפ_13281-07-13,תפ_40932-03-18,weapon,2.79984
תפ_3531-12-13,תפ_4102-11-20,weapon,3.771877
תפ_3910-02-23,תפ_41832-08-24,weapon,4.4211597
תפ_61452-02-16,תפ_63155-05-23,weapon,8.17589
תפ_35473-12-21,תפ_64581-08-23,weapon,3.8333335
תפ_40118-06-21,תפ_7774-03-23,weapon,2.176735
תפ_13281-07-13,תפ_19821-02-17,weapon,1.9207311
תפ_19384-05-16,תפ_31216-01-22,weapon,7.438582
תפ_17707-04-14,תפ_40898-11-19,weapon,3.770035
תפ_3295-04-18,תפ_44862-06-20,weapon,5.0581803
תפ_47987-12-22,תפ_51886-02-24,drugs,8.508444
תפ_30015-07-16,תפ_56762-03-21,weapon,2.0403214
תפ_26552-06-23,תפ_43597-08-21,weapon,12.468222
תפ_22588-03-22,תפ_58027-12-21,weapon,7.396783
תפ_12743-08-22,תפ_63355-02-23,weapon,4.682323
תפ_34027-04-18,תפ_60765-03-22,weapon,10.711505
תפ_50986-12-16,תפ_54432-02-17,weapon,2.9281635
תפ_4102-11-20,תפ_74742-06-20,weapon,0.29216623
תפ_17766-12-20,תפ_26702-01-23,weapon,4.2183046
תפ_40999-01-21,תפח_54962-08-15,weapon,1.7604135
תפ_13270-02-20,תפ_40536-10-20,weapon,6.148095
תפ_23282-05-17,תפ_32174-07-20,drugs,2.905424
תפ_20770-11-22,תפ_950-09-17,weapon,5.1593385
תפ_70062-03-23,תפ_7196-03-21,weapon,10.43765
תפ_1106-03-18,תפ_9785-12-15,weapon,9.3399515
תפ_52091-02-20,תפ_7108-02-16,weapon,4.570093
תפ_19821-02-17,תפ_66542-05-20,weapon,2.7600985
תפ_28615-08-17,תפ_4102-11-20,weapon,5.5938945
תפ_44422-01-17,תפ_45012-03-20,drugs,8.483305
תפ_46930-03-22,תפ_9355-10-19,weapon,4.004592
תפ_41052-11-19,תפ_45971-11-13,weapon,4.448189
תפ_19908-10-21,תפ_41276-06-17,weapon,3.0403464
תפ_59970-03-19,תפ_71830-10-21,drugs,6.2017417
תפ_3451-02-14,תפ_58511-01-20,weapon,5.267889
תפ_29898-02-14,תפ_54607-07-19,weapon,4.3541718
תפ_15423-12-19,תפ_52223-10-23,weapon,4.235273
תפ_32907-12-20,תפ_6904-12-14,weapon,3.999949
תפ_68389-07-20,תפ_7053-03-21,weapon,5.1815124
תפ_28107-06-20,תפ_35074-05-17,drugs,2.0402305
תפ_1108-05-15,תפ_30617-02-22,weapon,3.2236335
תפ_23537-02-14,תפ_43597-08-21,weapon,3.1809697
תפ_4460-04-18,תפ_69281-11-20,drugs,23.906942
תפ_31419-11-20,תפ_43394-11-19,drugs,25.772783
תפ_3772-01-16,תפ_66319-05-20,weapon,4.173367
תפ_45965-07-16,תפ_54432-02-17,weapon,2.4294608
תפ_24420-01-20,תפ_39808-05-23,weapon,2.8379242
תפ_43084-09-20,תפ_59971-01-17,drugs,3.5788584
תפ_40922-11-15,תפ_42697-05-18,weapon,4.3238196
תפ_13236-03-18,תפ_2599-09-17,drugs,6.382967
תפ_19610-08-21,תפ_46379-02-21,weapon,5.0495787
תפ_12325-09-15,תפ_64303-01-22,weapon,8.213913
תפ_50148-01-14,תפ_9179-04-16,weapon,2.8693593
תפ_40011-04-14,תפ_70111-03-23,weapon,3.832208
תפ_15392-04-17,תפ_32174-07-20,drugs,2.869843
תפ_29529-07-20,תפ_68529-11-21,weapon,6.838314
תפ_12406-11-15,תפ_45465-11-15,weapon,1.7959219
תפ_1847-05-14,תפ_1956-04-21,weapon,2.4497163
תפ_16779-09-22,תפ_40983-10-20,weapon,3.7143312
תפ_12540-12-18,תפ_20307-05-20,weapon,6.6707544
תפ_24896-04-20,תפ_35007-04-13,weapon,3.2862988
תפ_18957-11-20,תפ_31218-10-14,weapon,3.1275377
תפח_24510-09-15,תפח_34398-05-11,weapon,2.5550687
תפ_16209-03-13,תפ_8123-04-14,drugs,9.972121
תפ_31811-03-21,תפ_53539-11-17,weapon,3.0012963
תפ_26702-01-23,תפ_8333-11-20,weapon,7.8090096
תפ_57267-09-20,תפ_57526-07-21,weapon,8.377427
תפ_13142-02-15,תפ_20733-12-22,weapon,2.4453173
תפ_17474-08-14,תפ_17919-01-15,weapon,5.8144646
תפ_25546-11-23,תפ_58027-12-21,weapon,4.3451157
תפ_16420-10-16,תפ_28332-02-21,weapon,3.690733
תפ_30191-05-15,תפ_66319-05-20,weapon,3.2436848
תפ_32339-12-19,תפ_46379-02-21,weapon,7.5979037
תפ_1136-11-21,תפ_17137-11-21,weapon,1.0961741
תפ_11789-12-16,תפ_3686-01-16,weapon,0.14979129
תפ_16760-09-22,תפ_16996-08-12,weapon,2.3360212
תפ_18957-11-20,תפ_27929-03-19,weapon,1.0485741
תפ_14044-03-20,תפ_7626-04-20,weapon,1.0093398
תפ_10650-11-21,תפ_19908-10-21,weapon,0.5296797
עפ_6029-03,תפ_47757-02-18,drugs,5.5998864
תפ_36982-03-18,תפ_39183-11-13,weapon,2.9555712
תפ_16651-01-24,תפ_61820-08-21,weapon,5.4567294
תפ_13270-02-20,תפ_23749-12-19,weapon,1.6689247
תפ_48983-06-18,תפ_50860-02-20,drugs,4.183625
תפ_41762-12-20,תפ_45713-07-17,weapon,1.6787659
תפ_70166-03-23,תפח_39094-05-12,weapon,4.5032105
תפ_52165-12-17,תפ_6749-09-22,drugs,3.6552734
תפ_33928-09-12,תפ_68389-07-20,weapon,2.0232935
תפ_4734-12-22,תפ_66893-12-21,weapon,4.6875615
תפ_17941-11-18,תפ_51506-01-22,weapon,3.8428776
תפ_24044-06-22,תפ_40082-02-22,weapon,2.354184
תפ_63953-01-24,תפ_69777-03-23,weapon,0.33367977
תפ_17766-12-20,תפ_47284-06-18,weapon,2.564816
תפ_61118-07-23,תפ_64119-05-21,weapon,20.1223
תפ_43338-05-16,תפ_55664-02-14,weapon,3.553794
תפ_23749-12-19,תפ_43597-08-21,weapon,5.8721957
תפ_13939-07-18,תפ_62134-03-19,drugs,9.825204
תפ_63305-08-22,תפ_7942-05-18,weapon,11.69277
תפ_2599-09-17,תפ_3256-16,drugs,0.119481444
תפ_1294-04-22,תפ_15710-09-21,weapon,2.6685834
תפ_30003-03-22,תפח_52360-06-20,weapon,2.760349
תפ_34027-04-18,תפ_50330-07-18,weapon,11.404775
תפ_21594-06-16,תפח_17033-01-22,weapon,5.211172
תפ_10875-12-21,תפ_1139-06-23,weapon,9.173229
תפ_15842-11-20,תפ_45095-04-16,weapon,4.9991918
תפ_2144-04-21,תפ_32907-12-20,weapon,3.6486642
תפ_30617-02-22,תפ_32775-09-23,weapon,6.388724
תפ_12615-11-21,תפ_22417-12-21,weapon,11.193249
תפ_60820-07-14,תפ_6514-03-23,weapon,2.008448
תפ_12743-08-22,תפ_52000-02-15,weapon,1.5150981
תפ_10171-06-22,תפ_54132-03-21,weapon,1.9613664
תפ_30015-07-16,תפח_52360-06-20,weapon,3.9340749
תפ_11739-03-21,תפ_28615-01-22,drugs,0.6140878
תפ_32659-05-18,תפ_51306-12-18,weapon,4.721948
תפ_29898-02-14,תפ_51228-09-11,weapon,3.3707387
תפ_35473-12-21,תפ_46250-11-21,weapon,3.7427692
תפ_30538-02-19,תפ_3256-16,drugs,16.924294
תפ_52322-10-23,תפ_68096-11-21,weapon,2.484726
תפ_23253-12-15,תפח_53698-03-17,weapon,5.793143
תפ_19821-02-17,תפ_51088-03-21,weapon,3.363328
תפ_3002-09-20,תפ_50071-08-16,weapon,11.659703
תפ_28845-04-22,תפ_60581-11-15,weapon,2.0483537
תפ_1589-02-16,תפ_66310-07-17,weapon,3.5809314
תפ_16020-10-22,תפ_37104-06-22,weapon,4.3298516
תפ_35397-07-21,תפ_4795-12-17,weapon,0.916786
תפ_18957-11-20,תפ_33337-07-23,weapon,3.6661553
תפ_39568-06-21,תפ_65884-10-13,drugs,1.3730248
תפ_29772-11-13,תפ_39500-07-20,weapon,12.4164
תפ_13502-02-12,תפ_25852-11-10,weapon,25.144897
תפ_11843-03-20,תפ_59464-09-23,weapon,4.3537197
תפ_27103-01-18,תפ_66306-03-19,drugs,0.49001315
תפ_18320-05-19,תפ_32041-03-21,drugs,7.994008
תפ_10316-06-13,תפ_1197-11-21,drugs,4.217712
תפ_23142-09-14,תפ_66982-09-16,drugs,5.0533113
תפ_35397-07-21,תפ_63953-01-24,weapon,1.278846
תפ_58027-12-21,תפ_7109-02-21,weapon,1.7824836
תפ_50487-06-22,תפ_59967-01-13,weapon,3.8039706
תפ_6431-05-13,תפח_17033-01-22,weapon,3.5461633
תפ_45480-02-19,תפ_6970-05-22,drugs,10.656678
תפ_10182-01-24,תפ_39808-05-23,weapon,4.1832123
תפ_51199-04-23,תפ_52000-02-15,weapon,1.9066883
תפ_42991-05-16,תפ_57267-09-20,weapon,5.1672773
תפ_10180-01-24,תפ_48978-07-21,weapon,6.4220505
תפ_17057-08-20,תפ_17701-07-21,weapon,5.231048
תפ_11789-12-16,תפ_63305-08-22,weapon,0.3225033
תפ_3384-12-23,תפ_42991-05-16,weapon,6.395055
תפ_36982-03-18,תפ_6832-11-23,weapon,3.7299535
תפ_19908-10-21,תפ_43338-05-16,weapon,2.3431523
תפ_21991-04-20,תפ_58723-03-16,drugs,14.889342
תפ_22588-03-22,תפ_6852-03-21,weapon,9.143521
תפ_17856-11-21,תפ_51663-11-23,weapon,5.8796983
תפ_28787-04-22,תפ_58027-12-21,weapon,3.7394407
תפ_21971-07-18,תפ_54460-03-21,weapon,6.147051
תפ_17655-10-22,תפ_44157-08-16,weapon,2.444747
תפ_12376-04-20,תפ_19759-07-21,weapon,3.6054878
תפ_12376-04-20,תפ_2144-04-21,weapon,3.4953768
תפ_20451-09-20,תפ_51199-04-23,weapon,2.2601268
תפ_24551-06-22,תפ_31746-10-22,drugs,6.569116
תפ_1580-11-23,תפ_8333-11-20,weapon,7.5905433
תפ_20477-02-20,תפ_9785-12-15,weapon,2.8526156
תפ_45561-04-17,תפ_50556-08-17,weapon,2.5589402
תפ_30678-02-22,תפ_62794-11-21,drugs,0.0
תפ_33040-09-24,תפ_44129-09-19,drugs,10.328647
תפ_48071-01-23,תפ_59009-05-21,drugs,11.210285
תפ_27992-01-24,תפ_8203-05-23,drugs,0.17878824
תפ_14375-02-23,תפ_34669-01-23,weapon,4.6355767
תפ_37386-11-13,תפ_61158-05-20,weapon,2.9357936
תפ_20538-11-17,תפ_65884-10-13,drugs,9.7904625
תפ_53496-03-18,תפ_61299-12-19,weapon,1.5607816
תפ_26552-06-23,תפ_50716-11-19,weapon,4.287706
תפ_13154-01-18,תפ_5013-12,weapon,2.901113
תפ_20770-11-22,תפ_5085-07-17,weapon,11.304609
תפ_51663-11-23,תפ_68096-11-21,weapon,2.3405683
תפ_10896-06-20,תפ_38368-09-21,weapon,4.721624
תפ_19821-02-17,תפ_33928-09-12,weapon,1.3996453
תפ_35512-06-17,תפ_44725-12-14,weapon,0.0
תפ_52077-12-20,תפ_63155-05-23,weapon,5.125626
תפ_10875-12-21,תפ_41967-08-17,weapon,1.384098
תפ_19908-10-21,תפ_7626-04-20,weapon,0.602532
תפ_38883-05-22,תפח_15217-03-19,weapon,4.4121943
תפ_16760-09-22,תפ_28615-08-17,weapon,3.1909246
תפ_23749-12-19,תפ_44157-08-16,weapon,3.2918024
תפ_16760-09-22,תפ_9111-02-15,weapon,3.5967896
תפ_46379-02-21,תפ_50986-12-16,weapon,1.8862234
תפ_25639-03-21,תפח_15217-03-19,weapon,4.0598507
תפ_41754-05-22,תפ_6985-07-22,weapon,6.3947406
תפ_17919-01-15,תפ_27929-03-19,weapon,3.6473942
תפ_26792-04-16,תפ_37495-01-20,drugs,9.75981
תפ_41694-03-20,תפ_46737-07-22,weapon,3.1725092
תפ_54432-02-17,תפ_6832-11-23,weapon,2.5175188
תפ_23872-02-19,תפ_42697-05-18,weapon,3.2656336
תפ_25631-03-22,תפ_51663-11-23,weapon,5.264443
תפ_26709-06-14,תפ_64711-01-19,drugs,6.290913
תפ_26552-06-23,תפ_34669-01-23,weapon,4.108717
תפ_32227-11-20,תפ_41754-05-22,weapon,5.5773735
תפ_28615-01-22,תפ_34108-01-23,drugs,0.85141814
תפ_57912-07-14,תפ_6659-02-21,drugs,1.8911365
תפ_40256-11-14,תפ_41967-08-17,weapon,2.6914694
תפ_35227-05-17,תפ_36091-07-15,weapon,2.863146
תפ_42991-05-16,תפ_52390-06-19,weapon,4.3080425
תפ_17260-12-23,תפ_61106-05-20,weapon,4.4987297
תפ_3256-16,תפ_37551-01-16,drugs,0.53551453
תפ_63953-01-24,תפח_24510-09-15,weapon,0.0
תפ_37175-07-20,תפ_4411-07-19,weapon,7.8510013
תפ_22588-03-22,תפ_6985-07-22,weapon,5.703089
תפ_21355-08-18,תפ_32174-07-20,drugs,4.6202016
תפ_35364-01-18,תפ_56900-11-18,weapon,0.6063428
תפ_39424-11-22,תפ_5775-02-18,drugs,4.2146606
תפ_22297-11-20,תפ_371-10-15,weapon,3.5773764
תפ_43643-10-15,תפ_63953-01-24,weapon,0.2609111
תפ_23992-11-21,תפ_4612-07-22,weapon,5.813454
תפ_24044-06-22,תפ_31498-01-16,weapon,2.259688
תפ_30003-03-22,תפ_35843-03-22,weapon,5.6884313
תפ_18484-07-23,תפ_73275-01-23,weapon,2.6219864
תפ_6047-11-19,תפ_67473-10-21,drugs,10.503549
תפ_12411-02-21,תפ_41754-05-22,weapon,6.8335147
תפ_1127-05-20,תפ_45055-01-22,drugs,2.3712566
תפ_27330-02-19,תפ_66893-12-21,weapon,3.187682
תפ_32775-09-23,תפ_44620-01-22,weapon,6.342287
תפ_52205-06-22,תפ_53517-08-15,drugs,4.944267
תפ_19908-10-21,תפ_34242-02-16,weapon,4.0646677
תפ_2599-09-17,תפ_46896-11-15,drugs,5.7603216
תפ_45713-07-17,תפח_54962-08-15,weapon,1.3925244
תפ_45432-11-15,תפ_4795-12-17,weapon,1.1051275
תפ_16097-08-21,תפ_21471-09-22,drugs,12.039499
תפ_20477-02-20,תפ_30575-03-20,weapon,3.8065104
תפ_35512-06-17,תפ_54272-09-14,weapon,0.0
תפ_189-01-16,תפ_66542-05-20,weapon,9.441121
תפ_52479-01-18,תפח_34802-06-19,weapon,2.2777522
תפ_33024-01-18,תפ_8900-11-22,drugs,0.14701144
תפ_20770-11-22,תפ_36091-07-15,weapon,4.4264436
תפ_35299-09-23,תפ_59329-02-18,drugs,4.4409213
תפ_13-02-14,תפ_23749-12-19,weapon,6.2678056
תפ_43338-05-16,תפ_6904-12-14,weapon,4.6828723
תפ_27277-01-15,תפ_61452-12-22,weapon,2.701093
תפ_33916-02-22,תפ_54845-01-19,drugs,3.5932362
תפ_48176-01-22,תפ_52789-09-22,weapon,10.210247
תפ_38014-02-22,תפ_46786-01-23,drugs,3.685295
תפ_16690-05-19,תפ_46039-04-17,drugs,9.118074
תפ_15744-02-20,תפ_4795-12-17,weapon,0.596024
תפ_51886-02-24,תפ_72132-02-19,drugs,2.7326038
תפ_24044-06-22,תפ_6968-01-24,weapon,8.136645
תפ_15710-09-21,תפ_28796-07-22,weapon,4.4156837
תפ_18912-06-23,תפ_44169-08-22,weapon,4.717764
תפ_12158-04-23,תפח_52360-06-20,weapon,5.4088974
תפ_40650-03-22,תפ_59888-08-22,drugs,4.4546127
תפ_17677-04-17,תפ_27735-02-21,drugs,10.196642
תפ_19384-05-16,תפ_60765-03-22,weapon,5.87894
תפ_17655-10-22,תפ_2144-04-21,weapon,2.2462697
תפ_18210-05-23,תפ_808-06-16,weapon,3.5794911
תפ_21813-09-16,תפ_51523-10-17,weapon,17.205145
תפ_16420-10-16,תפ_51506-01-22,weapon,3.222112
תפ_25624-03-22,תפ_30003-03-22,weapon,3.2959735
תפ_34737-09-21,תפ_6904-12-14,weapon,5.025732
תפ_21991-04-20,תפ_38574-12-18,drugs,0.47328007
תפ_26552-06-23,תפ_46930-03-22,weapon,8.167221
תפ_4734-12-22,תפ_70062-03-23,weapon,3.9167786
תפ_37083-11-14,תפ_57965-03-15,weapon,7.775212
תפ_2077-10-23,תפ_28845-04-22,weapon,3.9292793
תפ_12834-03-18,תפ_37495-01-20,drugs,4.729911
תפ_47284-06-18,תפ_52091-02-20,weapon,3.1423934
תפ_50556-08-17,תפ_9179-04-16,weapon,1.9790238
תפ_23408-05-15,תפ_59329-02-18,drugs,4.5703516
תפ_30433-06-22,תפ_50556-08-17,weapon,4.713296
תפ_61452-12-22,תפ_9785-12-15,weapon,2.2364655
תפ_14802-02-23,תפ_24044-06-22,weapon,4.0312133
תפ_37722-09-23,תפ_66430-05-20,weapon,5.228933
תפ_11220-12-18,תפ_54036-06-19,drugs,11.245644
תפ_16129-03-22,תפ_7467-12-20,weapon,2.4151638
תפ_29772-11-13,תפ_51523-10-17,weapon,5.350012
תפ_1847-05-14,תפח_866-07-14,weapon,1.7771436
תפ_18846-06-20,תפ_47474-01-14,drugs,11.628207
תפ_3256-16,תפ_6659-02-21,drugs,1.7655183
תפ_54432-02-17,תפ_57267-09-20,weapon,2.4639678
תפ_50474-09-22,תפ_58774-07-22,weapon,3.0970387
תפ_36422-07-13,תפ_40063-03-18,drugs,7.6465054
