verdict_1,verdict_2,domain,similarity_score
תפ_16471-02-12,תפ_50330-07-16,drugs,15
תפ_53169-10-13,תפ_53860-09-14,weapon,20
תפ_52479-01-18,תפ_69643-05-18,weapon,30
תפ_10476-12-17,תפ_12109-06-15,weapon,35
תפ_12213-10-16,תפ_32637-10-10,weapon,20
תפ_19464-05-21,תפ_5486-09-21,drugs,10
תפ_27255-08-16,תפ_9437-11-15,drugs,35
תפ_31661-09-17,תפ_62301-07-22,weapon,5
תפ_15251-11-19,תפ_63953-01-24,drugs,25
תפ_35116-09-24,תפ_35843-03-22,drugs,35
תפ_21284-10-19,תפ_42779-07-18,drugs,35
תפ_34680-04-13,תפ_35265-10-12,drugs,35
תפ_49331-02-16,תפ_59369-03-18,weapon,35
תפ_11145-05-20,תפ_35581-05-22,drugs,35
תפ_17030-02-22,תפ_41901-08-23,weapon,25
תפ_17610-09-15,תפ_54068-08-20,drugs,55
תפ_21059-03-16,תפ_4261-09-22,drugs,10
תפ_17023-12-18,תפ_47874-04-19,drugs,40
תפ_17856-06-17,תפ_25425-02-22,weapon,15
תפ_15277-01-16,תפ_32841-01-17,drugs,25
תפ_35670-09-18,תפ_36120-12-15,drugs,35
תפ_47022-05-14,תפ_69202-11-18,drugs,20
תפ_20967-02-14,תפ_42116-04-17,drugs,28
תפ_312-12-17,תפ_3429-07-20,weapon,45
תפ_10552-11-21,תפ_1641-04-19,weapon,65
תפ_10180-01-24,תפ_37188-06-23,weapon,45
תפ_45095-05-15,תפ_5233-06,weapon,25
תפ_56824-09-20,תפ_63213-06-20,drugs,10
תפ_13549-10-21,תפ_1969-02-17,drugs,45
תפ_26565-12-20,תפ_3772-01-16,weapon,55
תפ_16800-01-24,תפ_27735-02-21,drugs,25
תפ_13939-07-18,תפ_4207-11-19,drugs,55
תפ_30618-02-18,תפ_61273-12-15,drugs,68
תפ_11701-02-20,תפ_24358-07-20,drugs,55
תפ_11098-06-18,תפ_15120-07-16,weapon,35
תפ_29947-07-23,תפ_41600-02-21,weapon,60
תפ_11740-01-22,תפ_30560-02-21,weapon,18
תפ_11982-05-10,תפ_22526-02-21,weapon,75
תפ_16097-08-21,תפ_68905-01-24,drugs,25
תפ_5714-08-24,תפ_59205-02-18,drugs,45
תפ_51803-04-19,תפ_67105-12-14,drugs,15
תפ_39345-03-20,תפ_61759-02-19,weapon,25
תפ_45433-09-17,תפ_61820-08-21,drugs,40
תפח_16644-04-16,תפח_18482-11-11,weapon,70
תפ_16599-08-18,תפ_21806-01-19,drugs,55
תפ_38574-12-18,תפ_46894-03-19,drugs,15
תפ_11267-01-18,תפ_24079-11-19,drugs,35
תפ_35608-04-18,תפ_36511-09-14,weapon,20
תפ_27619-07-22,תפ_70062-03-23,weapon,25
תפ_51991-06-16,תפ_6944-03-22,drugs,30
תפ_1995-03-17,תפ_22971-02-22,weapon,25
תפ_2330-02-20,תפ_4488-09-18,drugs,62
תפ_11969-01-18,תפ_4760-10-18,drugs,65
תפ_13769-09-17,תפ_39111-09-13,drugs,70
תפ_1318-11-12,תפ_44772-02-13,drugs,25
תפ_3951-03-22,תפ_42613-02-23,weapon,25
תא_40004-08-18,תפ_13412-02-21,drugs,20
תפ_35295-09-23,תפ_50747-07-16,weapon,5
תפ_35608-04-18,תפ_60307-10-13,weapon,20
תפ_1838-02-16,תפ_37287-04-15,drugs,55
תפ_35552-12-11,תפ_3622-10-13,weapon,25
תפ_19932-03-17,תפ_41959-02-13,drugs,65
תפ_53503-07-17,תפ_65884-10-13,drugs,40
תפ_35204-09-21,תפ_63404-02-24,drugs,62
תפ_58698-11-18,תפ_66310-07-17,weapon,85
תפ_27819-06-21,תפ_44642-02-16,drugs,25
תפ_16996-08-12,תפ_17245-05-19,weapon,5
תפ_3859-05-15,תפ_47813-03-19,drugs,45
תפ_4759-12-23,תפ_8333-11-20,weapon,75
תפ_305-12-12,תפ_7419-03-15,drugs,55
תפ_20307-05-20,תפ_20770-11-22,weapon,45
תפ_39731-01-15,תפ_44620-01-22,weapon,55
תפ_28139-10-13,תפ_62062-06-20,weapon,25
תפ_33252-04-17,תפק_70755-06-20,drugs,25
תפ_62452-10-20,תפ_64950-06-16,weapon,35
תפ_43085-06-21,תפ_45630-07-18,weapon,65
תפ_2275-06-17,תפ_60606-10-20,drugs,20
תפ_16638-07-21,תפ_20216-02-22,weapon,5
תפ_2047-08-15,תפ_27025-01-15,drugs,25
תפ_10108-11-21,תפ_36782-07-17,drugs,28
תפ_11680-11-22,תפ_21056-10-19,drugs,20
תפ_44381-05-20,תפ_47870-03-22,weapon,35
תפ_16798-04-13,תפ_24053-04-20,drugs,20
תפ_14786-08-19,תפ_5159-05-23,weapon,5
תפ_29671-12-13,תפ_58698-11-18,weapon,55
תפ_1818-06-22,תפ_20387-03-23,weapon,5
תפ_43195-09-15,תפ_54957-01-21,drugs,65
תפ_25624-03-22,תפ_72164-03-23,weapon,40
תפ_11090-07-23,תפ_26204-04-21,drugs,10
תפ_2679-03-18,תפ_32174-07-20,drugs,75
תפ_2230-06-18,תפ_9773-05-19,drugs,25
תפ_25792-04-11,תפ_36709-11-15,drugs,10
תפ_24670-05-23,תפ_4459-03-24,weapon,35
תפ_53124-07-19,תפ_6553-05-14,drugs,55
תפ_1480-07,תפ_64314-11-16,drugs,25
תפ_13667-09-17,תפ_35481-05-14,drugs,30
פרק_5182-17,תפ_45441-11-15,weapon,35
תפ_18216-09-16,תפ_30618-02-18,drugs,25
תפ_43175-10-12,תפ_43263-03-21,drugs,65
תפ_33552-09-16,תפ_39500-07-20,weapon,25
תפ_45025-05-22,תפ_68096-11-21,weapon,28
תפ_51991-06-16,תפ_60444-08-19,drugs,30
תפ_17023-12-18,תפ_70546-07-17,drugs,35
תפ_26087-05-16,תפ_61759-02-19,weapon,65
תפ_26417-03-17,תפ_3013-04-18,weapon,25
תפ_53049-03-16,תפ_66147-10-13,drugs,25
תפ_12469-10-16,תפ_42359-08-18,drugs,25
תפ_14044-03-20,תפ_54202-12-21,weapon,35
תפ_37287-04-15,תפ_54072-05-16,drugs,35
תפ_21339-07-21,תפ_36431-04-15,drugs,40
תפ_54408-10-19,תפ_802-12-22,drugs,45
תפ_35711-05-22,תפ_524-11-23,weapon,10
תפ_14991-07-15,תפ_68789-07-19,weapon,40
תפ_2058-09-17,תפח_26481-08-13,weapon,25
תפ_14734-11-19,תפ_49510-11-23,drugs,30
תפ_26126-03-22,תפ_802-12-22,drugs,45
תפ_19988-08-19,תפ_39807-03-12,drugs,40
תפ_19746-08-16,תפ_21666-04-17,drugs,5
תפ_13534-04-17,תפ_20931-12-20,drugs,72
תפ_42543-06-14,תפ_8828-02-22,drugs,25
תפ_14991-07-15,תפ_35702-02-13,weapon,75
תפ_20059-09-13,תפ_35019-12-13,weapon,0
תפ_28087-12-15,תפ_29832-08-15,drugs,35
תפ_23872-02-19,תפ_66127-07-23,weapon,35
תפ_32227-11-20,תפ_49376-08-17,weapon,5
תפ_1579-04-23,תפ_65646-12-23,weapon,35
תפ_37387-04-18,תפ_45971-11-13,weapon,25
תפ_50319-08-18,תפ_59970-03-19,drugs,55
תפ_17776-11-21,תפ_57707-05-20,weapon,45
תפ_63147-12-16,תפ_8718-02-14,weapon,55
תפ_52848-09-22,תפ_72164-03-23,weapon,75
תפ_37259-10-15,תפ_49845-08-20,drugs,85
תפ_1197-06-19,תפ_24379-12-20,drugs,35
תפ_21594-06-16,תפ_49525-04-24,weapon,30
תפ_35259-01-13,תפ_38423-03-23,weapon,0
תפ_37062-10-20,תפ_70546-07-17,drugs,35
תפ_67160-08-21,תפ_70552-06-20,drugs,45
תפ_28954-08-20,תפ_5486-09-21,drugs,18
תפ_25530-06-20,תפ_59165-12-19,drugs,10
תפ_54838-11-22,תפ_60029-08-18,drugs,22
תפ_23015-06-19,תפ_23532-07-18,weapon,25
תפ_34105-06-20,תפ_41828-05-15,drugs,35
תפ_51036-08-15,תפ_59541-10-18,drugs,65
תפ_40313-09-15,תפ_44380-08-16,weapon,35
תפ_49530-03-15,תפ_6136-07-14,weapon,65
תפ_50454-12-12,תפ_58167-11-10,drugs,22
תפ_16982-03-21,תפ_28931-09-20,drugs,15
תפ_58269-02-19,תפ_62134-03-19,drugs,65
תפ_32731-05-18,תפ_36698-12-18,weapon,20
תפ_6415-10-23,תפ_66127-07-23,weapon,18
תפ_24895-03-20,תפ_8887-10-21,drugs,45
תפ_38550-12-23,תפ_978-02-24,weapon,38
תפ_36709-11-15,תפ_41959-02-13,drugs,70
תפ_43471-12-22,תפ_9019-10-22,weapon,40
תפ_12122-04-13,תפ_51912-09-23,weapon,75
תפ_46701-08-22,תפ_51140-08-23,drugs,20
תפ_16143-03-18,תפ_28496-07-14,drugs,45
תפ_34344-01-15,תפ_35105-06-12,weapon,35
תפ_36823-02-21,תפ_73351-01-23,drugs,35
תפ_38160-04-18,תפ_49472-07-18,drugs,35
תפ_10095-08-22,תפ_60101-01-17,drugs,45
תפ_17393-10-17,תפ_46568-04-21,weapon,0
תפ_41368-09-22,תפ_60869-07-13,drugs,90
תפ_24494-06-21,תפ_67160-08-21,drugs,55
פל_7576-10-21,תפ_2230-06-18,drugs,5
תפ_10189-01-24,תפ_52041-04-24,weapon,75
תפ_39500-07-20,תפ_54852-03-21,weapon,55
פרק_5182-17,תפ_26859-10-15,weapon,70
תפ_62073-03-19,תפ_69899-11-20,drugs,35
תפ_10108-11-21,תפ_59243-05-13,drugs,45
תפ_54514-04-22,תפ_64990-12-16,weapon,35
תפ_33834-02-20,תפ_38735-11-23,drugs,38
תפ_43383-07-21,תפ_44174-05-21,drugs,65
תפ_29159-08-22,תפ_33197-04-22,drugs,35
תפ_33024-01-18,תפ_44352-01-14,drugs,35
תפ_33040-09-24,תפ_6678-12-20,drugs,40
תפ_30560-02-21,תפ_62301-07-22,weapon,0
תפ_1175-08-21,תפ_68578-08-21,drugs,55
תפ_19242-04-17,תפ_41754-05-22,weapon,35
תפ_20068-10-22,תפ_27619-07-22,weapon,25
תפ_36505-12-20,תפ_37900-06-22,weapon,68
תפ_12546-04-16,תפ_56159-09-14,drugs,75
תפ_19610-08-21,תפח_41778-05-11,weapon,70
תפ_23577-02-19,תפ_28397-10-19,drugs,90
תפ_10494-12-20,תפ_13769-09-17,drugs,35
תפ_38450-09-20,תפ_46386-01-14,drugs,25
תפ_42032-10-17,תפ_55068-09-14,drugs,45
תפ_12672-11-21,תפ_39513-02-21,drugs,70
תפ_32991-05-19,תפ_33848-05-14,drugs,25
תפ_44501-11-16,תפ_56159-09-14,drugs,25
תפ_23749-12-19,תפ_6421-12-11,weapon,80
תפ_11545-01-19,תפ_35389-01-21,drugs,85
תפ_32907-12-20,תפ_54607-07-19,weapon,40
תפ_19932-03-17,תפ_20940-03-16,drugs,35
תפח_15153-09-18,תפח_26175-10-16,weapon,85
תפ_24895-03-20,תפ_42164-10-19,drugs,35
תפ_23851-06-15,תפ_51506-01-22,weapon,35
תפ_34974-01-12,תפ_55925-11-17,drugs,35
תפ_61181-07-23,תפ_70392-03-23,weapon,20
תפ_29707-03-22,תפ_45937-12-18,drugs,35
תפ_21712-09-15,תפ_51017-08-24,drugs,20
תפ_16006-05-14,תפ_31579-08-23,drugs,30
תפ_23613-02-22,תפ_45065-03-13,drugs,25
תפ_20770-11-22,תפ_56421-08-23,weapon,75
תפ_3332-07-16,תפ_61099-12-18,drugs,35
תפ_39880-12-20,תפ_43884-01-23,drugs,80
תפ_1588-10-22,תפ_20307-05-20,weapon,25
תפ_46604-02-21,תפ_71968-02-19,drugs,25
תפ_14547-02-15,תפ_63470-09-17,weapon,20
תפ_24517-02-24,תפ_39831-02-22,weapon,65
תפ_28725-02-20,תפ_33252-04-17,drugs,22
תפ_10931-04-24,תפ_57912-07-14,drugs,25
תפ_26126-03-22,תפ_54460-03-21,drugs,55
תפ_28931-09-20,תפ_59087-01-18,drugs,35
תפ_26434-10-18,תפ_43271-05-21,weapon,75
תפ_13478-06-19,תפ_63018-05-18,weapon,35
תפ_45339-12-20,תפ_55908-09-17,weapon,38
תפ_21059-03-16,תפ_32174-07-20,drugs,85
תפ_12265-09-24,תפ_42497-03-21,drugs,10
תפ_41873-07-14,תפ_8192-08-15,weapon,30
תפ_16521-01-22,תפ_63489-07-24,weapon,65
תפ_11199-09-21,תפ_20330-11-23,drugs,30
תפ_3244-06-16,תפ_34197-11-21,drugs,10
תפ_49293-04-21,תפ_8566-09-14,drugs,25
תפ_2211-11-19,תפ_48357-05-20,drugs,80
תפ_10896-06-20,תפ_42106-01-22,weapon,80
תפ_17304-12-17,תפ_68789-07-19,weapon,35
תפ_39019-05-15,תפ_73652-01-18,drugs,85
תפ_46929-01-22,תפ_59934-02-24,weapon,5
תפ_28451-09-17,תפ_37480-02-17,drugs,30
תפ_30989-10-13,תפ_42231-01-20,drugs,10
תפ_5076-04-22,תפ_8917-06-22,drugs,55
תפ_42543-06-14,תפ_66306-03-19,drugs,40
תפ_15627-03-19,תפ_56149-01-15,weapon,35
תפ_28811-02-18,תפ_31596-11-20,drugs,78
תפ_25537-07-24,תפ_55654-02-21,drugs,25
תפ_26164-01-21,תפ_7053-03-21,weapon,30
תפ_17919-01-15,תפ_28282-01-14,weapon,15
תפ_49087-01-17,תפ_57378-09-20,drugs,55
תפ_34938-09-18,תפ_61202-03-22,drugs,15
תפ_57459-06-20,תפ_6574-09-21,drugs,20
תפ_28332-02-21,תפ_31334-11-15,weapon,20
תפ_54648-02-17,תפ_55366-02-17,drugs,55
תפ_15972-06-20,תפ_34108-01-23,drugs,60
תפ_28087-12-15,תפ_9736-03-16,drugs,35
תפ_34832-04-19,תפ_9804-01-24,drugs,35
תפ_18327-09-22,תפ_35121-09-22,weapon,65
תפ_51017-08-24,תפ_8440-07-20,drugs,35
תפ_47757-02-18,תפ_51515-06-23,drugs,45
תפ_19705-09-23,תפ_46967-02-21,drugs,55
תפ_57220-05-15,תפ_64990-12-16,weapon,55
תפ_34787-05-20,תפ_53805-09-16,drugs,85
תפ_46914-06-18,תפ_5434-11-18,drugs,10
תפ_34266-09-18,תפ_57939-01-21,drugs,65
תפ_44427-10-18,תפ_49232-01-17,drugs,45
תפ_37780-12-18,תפ_62794-11-21,drugs,40
תפ_25034-03-13,תפ_44877-06-13,drugs,75
תפ_30669-04-15,תפ_51186-09-14,weapon,15
תפ_18833-05-13,תפ_42995-04-18,weapon,65
תפ_23520-10-11,תפ_40639-10-17,drugs,35
תפ_12699-05-15,תפ_41828-05-15,drugs,35
תפ_42397-03-12,תפ_56726-02-23,drugs,18
תפ_26596-01-24,תפ_2791-06-18,drugs,75
תפ_49187-12-11,תפ_63404-02-24,drugs,10
תפ_12109-06-15,תפ_8987-11-14,weapon,25
תפ_46250-11-21,תפ_7049-08-20,weapon,35
תפ_33697-12-18,תפ_45136-02-13,drugs,10
תפ_30131-09-24,תפ_43136-01-11,drugs,10
תפ_15783-08-22,תפ_44601-05-14,drugs,55
תפ_17921-04-22,תפ_58928-03-15,drugs,45
תפ_26859-10-15,תפ_49344-11-23,weapon,60
תפ_2008-09-16,תפ_28241-11-15,drugs,65
תפ_55654-02-21,תפ_63018-07-21,drugs,65
תפ_14411-11-21,תפ_1818-06-22,weapon,10
תפ_17659-07-15,תפ_3507-03-14,drugs,5
תפ_10788-12-21,תפ_12320-10-17,drugs,45
תפ_47022-05-14,תפ_48239-03-20,drugs,20
תפ_67911-11-22,תפק_22029-08-19,drugs,35
תפ_41851-06-12,תפ_52790-03-18,weapon,25
תפ_17042-04-16,תפ_26247-04-19,drugs,25
תפ_1436-03-22,תפ_6399-03-17,drugs,55
תפ_4435-07-19,תפ_56588-03-21,drugs,35
תפ_12681-12-17,תפ_49112-05-13,weapon,5
תפ_58061-02-19,תפ_68697-07-20,weapon,25
תפ_20354-10-21,תפ_54036-06-19,drugs,35
תפ_11969-01-18,תפ_67527-03-18,drugs,65
תפ_45417-03-14,תפ_56064-01-14,weapon,10
תפ_3549-03-13,תפ_49112-05-13,weapon,0
תפ_11597-06-19,תפ_34792-10-18,drugs,85
תפ_312-12-17,תפ_395-05-17,weapon,35
תפ_57283-05-21,תפח_30634-12-11,weapon,15
תפ_13549-10-21,תפ_52145-01-20,drugs,40
תפ_1390-04-22,תפ_3910-02-23,weapon,55
תפ_33025-04-22,תפ_35361-05-23,weapon,65
תפ_55877-12-22,תפ_56328-06-22,weapon,45
תפ_36267-12-23,תפ_46568-04-21,weapon,0
תפ_1490-07-12,תפ_1990-11-22,drugs,45
תפ_36953-04-14,תפ_60444-08-19,drugs,30
תפ_28268-05-13,תפ_53195-10-19,drugs,45
תפח_39094-05-12,תפח_72185-03-23,weapon,65
תפ_54873-07-15,תפ_55496-07-13,drugs,60
תפ_20330-11-23,תפ_45199-01-22,drugs,45
תפ_12550-01-15,תפ_16794-04-17,drugs,38
תפ_40484-05-16,תפ_58615-06-16,drugs,75
תפ_15972-06-20,תפ_21678-03-18,drugs,55
תפ_52256-03-20,תפ_66110-11-23,weapon,35
תפ_19468-03-18,תפ_49087-01-17,drugs,45
תפ_37850-05-17,תפ_59541-10-18,drugs,75
תפ_58193-03-23,תפ_60947-11-18,drugs,10
תפ_18944-02-19,תפ_57910-06-24,drugs,35
תפ_41276-06-17,תפ_49331-02-16,weapon,62
תפ_2200-02-18,תפ_63473-06-19,drugs,20
תפ_55185-02-20,תפ_950-09-17,weapon,45
תפ_33009-05-16,תפ_49990-03-13,weapon,35
תפ_10931-04-24,תפ_22531-05-19,drugs,20
תפ_45449-05-12,תפ_49845-03-24,weapon,0
תפ_17618-11-13,תפ_26525-12-15,weapon,60
תפ_15148-03-12,תפ_9569-10-18,weapon,35
תפ_49472-07-18,תפ_56624-12-19,drugs,35
תפ_17856-11-21,תפ_49021-11-21,weapon,5
תפ_41783-12-17,תפ_63018-07-21,drugs,35
תפ_11406-06-20,תפ_67105-12-14,drugs,15
תפ_30867-06-22,תפ_7049-08-20,weapon,25
תפ_27743-10-21,תפ_46894-03-19,drugs,20
תפ_19469-12-19,תפ_52417-01-13,drugs,35
תפ_26526-09-21,תפ_68754-10-21,drugs,18
תפ_10896-06-20,תפ_3986-06-22,weapon,70
תפ_22030-04-19,תפ_59488-11-21,weapon,35
תפ_45456-12-21,תפ_52101-02-15,weapon,38
תפ_32523-12-13,תפ_57031-01-14,drugs,62
תפ_17304-12-17,תפ_19384-05-16,weapon,55
תפ_40321-10-23,תפ_5683-04-21,weapon,18
תפ_16143-03-18,תפ_2816-11-22,drugs,25
תפ_36886-11-17,תפ_67359-02-24,drugs,38
תפ_57474-03-19,תפ_59796-01-22,weapon,70
תפ_61099-12-18,תפ_6749-09-22,drugs,35
תפ_44427-10-18,תפ_8588-09-18,drugs,35
תפח_31367-12-17,תפח_5511-02-20,weapon,45
תפ_32659-05-18,תפ_4338-04-13,weapon,45
תפ_3429-07-20,תפ_69925-03-23,weapon,65
תפ_12451-03-23,תפ_15315-06-23,drugs,85
תפ_13749-03-17,תפ_37987-11-23,drugs,40
תפ_65090-05-24,תפח_34398-05-11,weapon,10
תפ_32597-07-20,תפ_67471-06-18,drugs,65
תפ_28766-04-22,תפ_40886-04-24,drugs,80
תפ_56328-06-22,תפ_61660-05-23,weapon,18
תפ_52567-05-23,תפ_76300-05-23,drugs,30
תפ_1108-05-15,תפ_49187-12-11,drugs,10
תפ_19601-09-12,תפ_26828-05-16,drugs,35
תפ_33240-05-23,תפ_42006-10-16,drugs,25
תפ_31728-11-23,תפ_8254-02-20,weapon,18
תפ_3728-01-15,תפ_5000-12,weapon,25
תפ_37188-06-23,תפ_68096-11-21,weapon,35
תפ_26600-01-18,תפ_4355-10-20,weapon,15
תפ_37696-03-23,תפ_67471-06-18,drugs,35
תפ_28157-02-23,תפ_62814-04-21,drugs,30
תפ_39111-09-13,תפ_50454-12-12,drugs,15
תפ_10931-04-24,תפ_64144-09-17,drugs,45
תפ_50359-12-17,תפק_19437-12-16,drugs,22
תפ_45171-02-14,תפ_76171-01-23,drugs,30
תפ_13312-12-22,תפ_6514-03-23,weapon,18
תפ_59800-05-22,תפ_63473-06-19,drugs,35
תפ_54957-01-21,תפ_66114-01-23,drugs,35
תפ_32933-12-15,תפ_48938-01-15,drugs,35
תפ_1582-08-23,תפ_41933-08-22,drugs,35
תפ_22531-05-19,תפ_23836-05-13,drugs,40
תפ_3295-04-18,תפ_58413-06-17,weapon,10
